,id,sighting_date,species,number,latitude,longitude,flag_location,comments,school,grade,image_url,customerid,number_old,flag_number,species_old,flag_species
4476,985381980,2001-03-22,Milkweed (FIRST sighted),1,31.605,-99.015,0,"We have been having some wonderful spring weather and nice rains, so I stopped in one of my favorite locations to look for milkweed.  I found a few stems just emerging with lengths from 2"" to 4"".  In another week or so it will be ready for the monarchs.",Early primary school     early isd,-999999.999,-999999.999,9711541,-999999.999,1,(Monarch) Milkweed emerges,1
4482,985550000,2001-03-23,Milkweed (FIRST sighted),1,30.23,-97.714,0,Milkweed has been seen about 6 inches long and lots of it!  Looking for eggs but have not seen any at this time.  Will keep you posted.,Palm school,-999999.999,-999999.999,9900808,-999999.999,1,(Monarch) Milkweed emerges,1
4499,985744074,2001-03-27,Milkweed (FIRST sighted),1,34.564,-83.323,0,-999999.999,Liberty elementary,4.0,-999999.999,2426,-999999.999,1,(Monarch) Milkweed emerges,1
4509,985827391,2001-03-13,Milkweed (FIRST sighted),1,33.995,-83.35,0,"Asclepias tuberosa (butterfly weed) began sprouting shoots in my personal garden.  Out of six plantings in the fall, I have counted 16 sprouts.  Color is fresh green, texture is smooth.  weeds have been eliminated as best possible.  Temps have been erratic, varying from 71*F (high) to 23*F (low) the last few days. Most days have been sunny and breezy, with a couple days of rain totaling 1 3/10s.",Barnett shoals elementary school,-999999.999,-999999.999,2697,-999999.999,1,(Monarch) Milkweed emerges,1
4510,985827864,2001-03-28,Milkweed (FIRST sighted),1,33.995,-83.35,0,"Update on previous submission: A. tuberosa sprouts have grown to about 1 1/4 inches.  Though tender, are still healthy, appearing to not be affected by the weather.  The low this a.m. was 27*F and the high only reached 68*F with light wind.  Have had no rain this week, so I was forced to water on 3/24/01.  Will report again soon.",Barnett shoals elementary school,-999999.999,-999999.999,2697,-999999.999,1,(Monarch) Milkweed emerges,1
4511,985829668,2001-03-24,Milkweed (FIRST sighted),1,36.07,-79.766,0,New buds on bases of old A. incarnata stems,-999999.999,-999999.999,-999999.999,2699,-999999.999,1,(Monarch) Milkweed emerges,1
4512,985829860,2001-03-28,Milkweed (FIRST sighted),1,36.07,-79.766,0,"Native milkweed (A. syriaca ?) up 1/2""",-999999.999,-999999.999,-999999.999,2699,-999999.999,1,(Monarch) Milkweed emerges,1
4513,985829980,2001-03-29,Milkweed (FIRST sighted),1,36.07,-79.766,0,"A. incarnata or A. curassavica up 3/4""",-999999.999,-999999.999,-999999.999,2699,-999999.999,1,(Monarch) Milkweed emerges,1
4514,985876490,2001-03-23,Milkweed (FIRST sighted),1,32.386,-90.34,0,"We are monitoring milkweed in a large stand just south of Clinton and in the Clinton Community Nature Center. The nature center has a few springs of A. viridis that appeared about 10 days ago and there are also a few sprouts of A. tuberosa that I spotted for the 1st time on March 23; at that time there was about 5 mm projecting above ground. I was unable to spot any in the other location on March 27 despite a serious search so <B>most of the plants have not appeared above ground yet</B>.<br>I checked the study area on Saturday, March 31 and found several A. viridis plants that were about 5cm tall. I must have overlooked these on the 27th.",-999999.999,-999999.999,-999999.999,9905696,-999999.999,1,(Monarch) Milkweed emerges,1
4516,985902164,2001-03-30,Milkweed (FIRST sighted),1,34.708,-82.458,0,The milkweed has barely poked through the soil. It is BARELY (and I do mean barely) at thesoil's surface.,Woodmont middle school,6.0,-999999.999,2382,-999999.999,1,(Monarch) Milkweed emerges,1
4531,985969076,2001-03-27,Milkweed (FIRST sighted),1,34.564,-83.323,0,-999999.999,Liberty elementary,4.0,-999999.999,2426,-999999.999,1,(Monarch) Milkweed emerges,1
4534,986006187,2001-03-29,Milkweed (FIRST sighted),1,37.008,-76.387,0,Initial sighting.  First leaves not open.  Growing degree days (GDD) at time of sighting was 90.  Started GDD tabulation on 1 Jan using base temp of 50 degrees.  Soil temp unknown.  Hight at time of sighting about one inch.,-999999.999,-999999.999,-999999.999,9711668,-999999.999,1,(Monarch) Milkweed emerges,1
4537,986062119,2001-03-16,Milkweed (FIRST sighted),1,30.429,-84.258,0,"The milkweeds in my back yard began sprouting about mid-March (3/16).  Those at the Eden Spring Monarch Migration Sanctuary I operate about five miles north of here began to show at about the same time.  The plants are 8-10 inches high now (3/31).    We had about 50 milkweeds in the ground from last year, our first year of operation.  About 125 more plants were put in the ground yesterday (3/30).",-999999.999,-999999.999,-999999.999,1997,-999999.999,1,(Monarch) Milkweed emerges,1
4538,986084307,2001-03-15,Milkweed (FIRST sighted),1,30.471,-90.755,0,Have 8 milkweeds up in a flower bed on the south side of a board fence. In the bed withroses and iris. Under a cherokee rose bush on top of fence.,-999999.999,-999999.999,-999999.999,9902346,-999999.999,1,(Monarch) Milkweed emerges,1
4539,986135810,2001-04-01,Milkweed (FIRST sighted),1,30.388,-87.059,0,We have had an unusally cold winter for our area with several heavy freezes.  Two of the three milkweed plants in our garden have not come back yet.  One is just now showing some green leaves.,Gulf breeze middle,7.0,-999999.999,9902354,-999999.999,1,(Monarch) Milkweed emerges,1
4540,986217183,2001-03-30,Milkweed (FIRST sighted),1,29.957,-90.078,0,All of the milkweed froze to the ground this winter and isonly now sprouting a few inches above ground.,-999999.999,-999999.999,-999999.999,9711130,-999999.999,1,(Monarch) Milkweed emerges,1
4541,986217931,2001-03-31,Milkweed (FIRST sighted),1,32.329,-88.576,0,I havent seen a monarch yet....the milkweed has sprouted but just the first set of leaves so far.,-999999.999,-999999.999,-999999.999,1877,-999999.999,1,(Monarch) Milkweed emerges,1
4551,986269233,2001-03-01,Milkweed (FIRST sighted),1,30.23,-97.714,0,Have found mature plants near San Marcos with 5 eggs on them.  Plants around Austin are only about 5-6 inches tall.,Palm school,5.0,-999999.999,9900808,-999999.999,1,(Monarch) Milkweed emerges,1
4555,986390344,2001-03-29,Milkweed (FIRST sighted),1,33.58,-91.792,0,"I have some very small Asclepias viridis shoots poking out of the mulch in a garden by a parking lot. Since it is a transplant from the wild and in a mulched garden, I'm not sure how true a picture this is of the wild milkweed. This species is usually the first to sprout around here.",University of arkansas at monticello,-999999.999,-999999.999,9702734,-999999.999,1,(Monarch) Milkweed emerges,1
4559,986411652,2001-04-04,Milkweed (FIRST sighted),1,33.58,-91.792,0,"Some Asclepias syriaca that I transplanted from northwest Arkansas to my garden in southeast Arkansas has sprouted. It is about 10 - 12 cm tall with two sets of leaves. I first saw it today, but from its size it probably has been up for a couple of days.",University of arkansas at monticello,-999999.999,-999999.999,9702734,-999999.999,1,(Monarch) Milkweed emerges,1
4561,986418366,2001-04-04,Milkweed (FIRST sighted),1,33.147,-95.929,0,"The native milkweed, A Asperula, is about 3 inches high in several fields around Greenville, TX.  We have had warmer tempts just the last three days.  No sign of Monarchs but the other butterflies are starting to arrive. (tiger swallowtail,falcate orange tip and lots of little yellow sulphurs.  ",Not applicable,-999999.999,-999999.999,977288,-999999.999,1,(Monarch) Milkweed emerges,1
4571,986496147,2001-04-04,Milkweed (FIRST sighted),1,34.244,-77.946,0,"The milkweed in our butterfly garden is about 6 cm high.  It is usally 10-12 cm high by the first of April.  We have not seen any monarch's, yet but hope to see them this weekend.",Gregory,1.0,-999999.999,9705313,-999999.999,1,(Monarch) Milkweed emerges,1
4578,986564292,2001-04-06,Milkweed (FIRST sighted),1,33.477,-93.918,0,We spotted the first milkweed in our outdoor classroom at school as we were doing some weekend weeding.  The shoots were barely visible about the soil.  They are beginning to really show some growth now that we are havig warm temperatures and lots more sunshine. They have probably grown at least an inch since we found them on Sunday.,Vera kilpatrick elementary,5.0,-999999.999,358,-999999.999,1,(Monarch) Milkweed emerges,1
4581,986575156,2001-04-06,Milkweed (FIRST sighted),1,37.058,-76.464,0,-999999.999,-999999.999,1.0,-999999.999,9714313,-999999.999,1,(Monarch) Milkweed emerges,1
4600,986770841,2001-04-07,Milkweed (FIRST sighted),1,34.035,-83.164,0,"I have gone out to my Monarch garden and have discovered that there are now 32 milkweed sprouts.  Most are A. tuberosa; however, I do have 3 of which there is no ID on because I dug some root up from school.  All I know about them is that they came from up north; have large, medium-deep green, waxy feeling, bilateral opposite leaves; thick, extremely milky stems; and merlot colored blooms in mid to late summer.  In fall, they are very attractive to bright golden ahids, which in turn attract ladybugs and ants.When I enrolled in a ""Monarchs in the Classroom"" SDU class,  I found a picture that looked strikingly like the plants.  It listed the picture as A. purpureascens(?).  Can anyone help me?  So far, the ones in my garden are 2"" and 5"" high.",Barnett shoals elementary school,-999999.999,-999999.999,2697,-999999.999,1,(Monarch) Milkweed emerges,1
4601,986778955,2001-04-08,Milkweed (FIRST sighted),1,35.88,-79.578,0,"Native Milkweed (A. Syriaca?) with 1"" shoots, leaves not open yet in known patch along highway",-999999.999,-999999.999,-999999.999,2699,-999999.999,1,(Monarch) Milkweed emerges,1
4626,986952480,2001-04-07,Milkweed (FIRST sighted),1,36.405,-86.452,0,The milkweed has findly pushed through. We are having a heat wave. 80s.,Vena stuart elem.,-999999.999,-999999.999,9902504,-999999.999,1,(Monarch) Milkweed emerges,1
4627,986952654,2001-04-10,Milkweed (FIRST sighted),1,29.957,-90.078,0,"Milkweed seedlings emerged this week and are about 2 inches tall. Last year's milkweed started flowering today and are about one foot tall. No monarchs seen by me here in New Orleans yet but saw one at High Island, Texas (30 miles west of LA/TX border) on April 6.",-999999.999,-999999.999,-999999.999,9711130,-999999.999,1,(Monarch) Milkweed emerges,1
4629,987010923,2001-04-09,Milkweed (FIRST sighted),1,30.146,-98.039,0,About 20 milkyweed plants on the property have blossomed.,-999999.999,-999999.999,-999999.999,9902508,-999999.999,1,(Monarch) Milkweed emerges,1
4632,987042343,2001-04-11,Milkweed (FIRST sighted),1,37.338,-95.937,0,"Today, the Asclepias Incarnata is about 1 inch.  ",-999999.999,-999999.999,-999999.999,9902302,-999999.999,1,(Monarch) Milkweed emerges,1
4641,987123467,2001-04-09,Milkweed (FIRST sighted),1,35.999,-78.898,0,Butterfly weed starting to emerge.,-999999.999,-999999.999,-999999.999,2037,-999999.999,1,(Monarch) Milkweed emerges,1
4642,987133311,2001-04-11,Milkweed (FIRST sighted),1,34.272,-88.705,0,"Yesterday I found two common milkweed plants about 2"" tall.  Today I found 10 additional common milkweed plants, 3 butterfly milkweed plants, and 2 swamp milkweed plants. Heights ranged from just above ground to about 4"". Still waiting for the Monarchs to return.  The past 4 days have been very warm with temps well above normal.",-999999.999,-999999.999,-999999.999,356,-999999.999,1,(Monarch) Milkweed emerges,1
4643,987135514,2001-04-12,Milkweed (FIRST sighted),1,36.852,-76.292,0,"common milkweed has emerged, approx 2'' tall with four leaves",-999999.999,-999999.999,-999999.999,2763,-999999.999,1,(Monarch) Milkweed emerges,1
4666,987607282,2001-04-18,Milkweed (FIRST sighted),1,36.164,-86.774,0,"Today we checked in our school garden for milkweed and found 20 plants had emerged!  Last week when we checked there was no sign at all of our plants.  One plant is 20"" tall already.  The others are either just peeking out of the ground or are 2-3"" tall.  Last week our temperature was in high 80's every day.  There were major thunderstorms over the weekend, with temps. falling into the 40's for highs and below freezing for lows.  We expect to be back in the 70's in a couple of days.",David lipscomb elementary school,-999999.999,-999999.999,9706168,-999999.999,1,(Monarch) Milkweed emerges,1
4667,987617056,2001-04-17,Milkweed (FIRST sighted),1,34.689,-83.525,0,"Upon returning from spring break, we have milkweed in our butterfly garden which is 8 cm tall.  ",North habersham middle school,7.0,-999999.999,1225,-999999.999,1,(Monarch) Milkweed emerges,1
4678,987772712,2001-04-20,Milkweed (FIRST sighted),1,38.98,-77.38,0,"This morning we found our first milkweed (Butterfly weed - Asclepias tuberosa) shoots in several fields near our home.  Their were shoots coming out from about 60% of the old stalks, most were about 1/2"" high, but in one area there were several shoots 4-5"" high with leaves forming.",-999999.999,-999999.999,-999999.999,9907897,-999999.999,1,(Monarch) Milkweed emerges,1
4681,987811960,2001-04-14,Milkweed (FIRST sighted),1,38.202,-78.609,0,Common milkweed and butterfly weed just started to emerge! Hopefully the shoots will be big enough by the time the Monarchs arrive. Dogbane is a problem in our area and is also emerging alongside milkweed. It's difficult to distinguish it from common mulkweed during early emergence. Is dogbane a problem in other areas. Any suggestions to get rid of it. It weems to seed readily.,Free union country school,5.0,-999999.999,1722,-999999.999,1,(Monarch) Milkweed emerges,1
4682,987967377,2001-04-21,Milkweed (FIRST sighted),1,37.538,-77.436,0,While working in my yard yesterday I saw at least 5 blue vine milkweed plants emerging.  They ranged from 3inches tall to 8 inches tall.,Crestwood elementary,-999999.999,-999999.999,2342,-999999.999,1,(Monarch) Milkweed emerges,1
4685,988030084,2001-04-17,Milkweed (FIRST sighted),1,39.199,-77.326,0,"After weeks of below average temperatures and an extended period of rainy weather, Asclepias syriaca shoots finally appeared on April 17 and are now about 4"" tall with no leaf-out. Asclepias incarnata shoots appeared on April 19 and are only about 2"" tall. Asclepias tuberosa shoots are just poking above the soil surface today, April 23. No Monarchs sighted here yet. ",Black hill visitor center,-999999.999,-999999.999,2784,-999999.999,1,(Monarch) Milkweed emerges,1
4686,988035943,2001-04-13,Milkweed (FIRST sighted),1,38.631,-90.192,0,In our butterfly garden we first saw  2 milkweeds then they got up to 10 milkweed plants by April 20.  The  first one was common milkweed aned so9me of the others are swamp milkweed.  We grew 8 baby caterpillars from Monarch Watch in our classroom and they made their chrysalises.  The first one came out this morning!April 23.,Principia lower school,2.0,-999999.999,9710317,-999999.999,1,(Monarch) Milkweed emerges,1
4687,988037081,2001-04-21,Milkweed (FIRST sighted),1,38.834,-104.816,0,-999999.999,-999999.999,-999999.999,-999999.999,9902640,-999999.999,1,(Monarch) Milkweed emerges,1
4708,988204509,2001-04-24,Milkweed (FIRST sighted),1,40.55,-74.29,0,"Observed the first upshoot, through the ground, of A.syriaca in my yard.",-999999.999,-999999.999,-999999.999,966,-999999.999,1,(Monarch) Milkweed emerges,1
4709,988214237,2001-04-22,Milkweed (FIRST sighted),1,39.28,-87.245,0,"The first common milkweed sprout is up about 1 1/2"" in my garden, here inTerre Haute, Indiana, Vigo County,  on the west central border of Illinois.<br>Reported to Monarch Watch",-999999.999,-999999.999,-999999.999,520,-999999.999,1,(Monarch) Milkweed emerges,1
4712,988214555,2001-04-26,Milkweed (FIRST sighted),1,37.832,-78.963,0,"27 April 2001 <br>Home:  1500 feet, altitude;  Cub Creek Road, opposite Three RidgesWilderness Area, VA.  We checked our field yesterday (26 April 2001), (the same one as below) and low and behold the Asclepias syriaca milkweeds are up, about three incheshigh...., leaves still tight, but have emerged.<br>No adult monarchs seen yet here this spring.  Lots of Papilio glaucus outnow....<br>22 April 2001.  Again,  LPB checked Massies Milll school area for Asclepiassyriaca milkweeds .  None up yet in the usual field on the north side ofCub Creek Road just east of the old school where LPB has been checking.Clear hot. About 1200 feet altitude.<br>14 April 2001. <br> LPB checked Massies Milll school, Nelson County VA  areafor Asclepias syriaca milkweeds.  None up yet in the usual field on thenorth side of Cub Creek Road County Road 680 just east of the old schoolwhere LPB has been checking.",Sweet briar college,-999999.999,-999999.999,9704542,-999999.999,1,(Monarch) Milkweed emerges,1
4713,988214915,2001-04-24,Milkweed (FIRST sighted),1,41.532,-87.592,0,"The first common milkweed sprout in our garden in Villa Park, IL--the Chicago area. D. Raymond <br>Reported to <a href=""http://www.MonarchWatch.org/"">Monarch Watch</a>",-999999.999,-999999.999,-999999.999,2797,-999999.999,1,(Monarch) Milkweed emerges,1
4714,988215031,2001-04-23,Milkweed (FIRST sighted),1,42.195,-83.024,0,"With a high near 80F this afternoon in the Detroit area, the common  milkweed  (a. syriaca) in my butterfly garden broke through the soil.  About twenty  plants were counted where yesterday there were none.  This is a week earlier  than last year when my milkweed breached the earth on April 30th.M. Wlock<br>Reported to <a href=""http://www.MonarchWatch.org/"">Monarch Watch</a>",-999999.999,-999999.999,-999999.999,2206,-999999.999,1,(Monarch) Milkweed emerges,1
4715,988224415,2001-04-25,Milkweed (FIRST sighted),1,42.97,-88.23,0,Several of my Common Milkweed plants popped up overnight. They are sticking up already 1 l/2 inches. They emerged about the same time as last year.,-999999.999,-999999.999,-999999.999,9706167,-999999.999,1,(Monarch) Milkweed emerges,1
4722,988316039,2001-04-26,Milkweed (FIRST sighted),1,38.98,-77.38,0,"Rechecked milkweed in fields from 4/20 report.  Some of the milkweed is now 18"" high.  Several other fields that at the time had no milkweed are now full of small shoots, 1/2"" to 1"", some higher.  We continue to watch for monarchs, but haven't seen any.",-999999.999,-999999.999,-999999.999,9907897,-999999.999,1,(Monarch) Milkweed emerges,1
4728,988338374,2001-04-26,Milkweed (FIRST sighted),1,39.774,-86.109,0,"My highest Swamp Milkweed is 10"" tall.  My highest Common Milkweed is 17"" tall.",-999999.999,-999999.999,-999999.999,9712382,-999999.999,1,(Monarch) Milkweed emerges,1
4729,988339083,2001-04-22,Milkweed (FIRST sighted),1,37.571,-121.985,0,"Snails have been eating the new shoots, so I was glad to see some had finally survived! We don't get monarchs to lay eggs until August when they return to get ready for overwintering.",Harvey green,2.0,-999999.999,1189,-999999.999,1,(Monarch) Milkweed emerges,1
4730,988405824,2001-04-19,Milkweed (FIRST sighted),1,39.022,-77.032,0,Observed 1/4-1/2inch shoots on the swamp milkweed in our garden.,Patrick christian school,6.0,-999999.999,9902738,-999999.999,1,(Monarch) Milkweed emerges,1
4734,988426994,2001-04-27,Milkweed (FIRST sighted),1,39.118,-94.406,0,-999999.999,-999999.999,-999999.999,-999999.999,9711117,-999999.999,1,(Monarch) Milkweed emerges,1
4735,988478809,2001-04-28,Milkweed (FIRST sighted),1,42.55,-86.08,0,"Common Milkweed, about 1/4 inch out of the ground, the only one I've seen so far!",-999999.999,-999999.999,-999999.999,9902743,-999999.999,1,(Monarch) Milkweed emerges,1
4741,988522951,2001-04-28,Milkweed (FIRST sighted),1,50.153,-119.16,0,The milkweed has emerged and is about six inches tall in the butterfly garden. ,-999999.999,-999999.999,-999999.999,9714630,-999999.999,1,(Monarch) Milkweed emerges,1
4746,988600277,2001-04-27,Milkweed (FIRST sighted),1,38.629,-87.505,0,I have seen some milkweed peaking out of the ground.  No Monarchs as yet.,-999999.999,-999999.999,-999999.999,9902555,-999999.999,1,(Monarch) Milkweed emerges,1
4749,988636198,2001-04-29,Milkweed (FIRST sighted),1,39.094,-76.887,0,"Asclepias incarnata (Swamp milkweed) up in the garden.  There are several shoots above ground, the tallest being about 4 in.",-999999.999,-999999.999,-999999.999,9902761,-999999.999,1,(Monarch) Milkweed emerges,1
4750,988639134,2001-04-28,Milkweed (FIRST sighted),1,42.93,-89.379,0,Since we have had several continuous days of warm weather I had been looking closely for milkweed in areas where I had attempted to transplant milkweed last year.  There was one milkweed plant that appeared last year which I had not transplanted.  I never knew how it got there as there are no other milkweed plants in our yard or nearby.  With the memory in mind of that plant from last year there it was!  It was two centimeters high with four little leave standing straight up.  I went down several blocks to a neighbor's lawn who has a wild area including milkweed.  After searching for about a minute I spotted another plant the same size as the one in my yard.  This is true excitement!,Huegel elementary school,3.0,-999999.999,9908146,-999999.999,1,(Monarch) Milkweed emerges,1
4752,988663152,2001-04-27,Milkweed (FIRST sighted),1,42.31,-85.228,0,"I noticed some small stems growing near the base of last year's milkweed plants.  They are 2 inches tall, with no apparent leaves at this time.  These are plants that I started growing in my backyard two years ago. ",Roosevelt elementary school,2.0,-999999.999,9714559,-999999.999,1,(Monarch) Milkweed emerges,1
4755,988718952,2001-04-30,Milkweed (FIRST sighted),1,42.222,-71.11,0,"We have been checking our school butterfly garden weekly for emerging milkweed.  We checked on 4/4/01 and saw nothing.  We checked again yesterday, 4/30/01 and found a lot of milkweed.  It is approximately 3-4 inches tall.  ",Hosmer elementary,3.0,-999999.999,2131,-999999.999,1,(Monarch) Milkweed emerges,1
