,id,sighting_date,species,number,latitude,longitude,flag_location,comments,school,grade,image_url,customerid,number_old,flag_number,species_old,flag_species
786,891717840,1998-04-02,Monarch Egg (FIRST sighted),1,28.807,-96.979,0,"Diane was given a new Asclepias tuberosa (milkweed) by her parents on March 29th.  Thursday, April 2nd, she did her daily check of her plant and there were 10 new Monarch eggs on it.  She has been helped raise Monarchs in the classroom, but these were ""HER first eggs"".",Victoria christian school  k-9,4.0,-999999.999,9704928,-999999.999,1,FIRST Monarch Egg,1
792,891883820,1998-04-06,Monarch Egg (FIRST sighted),1,33.754,-84.389,0,First Monarchs in North Alanta today.  Laying eggs on A incarnata.,-999999.999,-999999.999,-999999.999,904,-999999.999,1,FIRST Monarch Egg,1
832,891996352,1998-04-06,Monarch Egg (FIRST sighted),1,36.142,-80.324,0,"On April 6, 1998, I discovered around 25 Monarch eggs on 6 small, newly emergent milkweed plants (variety unknown). This is two weeks earlier than the first Monarch sighting last year (April 20).",-999999.999,-999999.999,-999999.999,512,-999999.999,1,FIRST Monarch Egg,1
834,892126004,1998-04-07,Monarch Egg (FIRST sighted),1,28.081,-82.758,0,"I saw a monarch laying eggs on milkweed plants in my backyard.  There are now several catepillars, the largest being about an inch long.",-999999.999,12.0,-999999.999,9705498,-999999.999,1,FIRST Monarch Egg,1
837,892372072,1998-02-07,Monarch Egg (FIRST sighted),1,29.385,-95.788,0,"About 20 Monarch eggs and about 10 caterpillars wereseen on 6 small Milkweed plants (native).  The caterpillarsranged from the size of a grain of rice and smallerto about 1 inch in length.At Brazos BendState Park, Ft. Bend County.",-999999.999,-999999.999,-999999.999,9705512,-999999.999,1,FIRST Monarch Egg,1
858,893091189,1998-04-17,Monarch Egg (FIRST sighted),1,39.002,-95.232,0,"Source: <A HREF=""http://www.MonarchWatch.org"">Monarch Watch</A><BR>On Tuesday (14 APRIL) I reported that a few milkweeds ( A. syriaca) werejust beginning to poke through the ground on the east side of mygreenhouse. I have only seen three clumps of shoots and the maximum heightof the tallest shoot is only 3 cm. I have checked them each morning foreggs and this morning my search was rewarded. I found 7 eggs on threeshoots in two shoot clusters. I was surprised to find the eggs. It has beencold, cloudy and often windy the past few days and I didn't think theconditions were sufficient to allow egg laying. I have not seen a monarchbut I haven't been out of my office either.","Monarch watch, university of kansas",-999999.999,-999999.999,269,-999999.999,1,FIRST Monarch Egg,1
867,893480201,1998-03-27,Monarch Egg (FIRST sighted),1,29.757,-95.365,0,"They snuck up on me. Did not see any actually land on butterfly weed. Found the eggs (3/27/98), and today (4/24/98) have the first chrysalis with 45 more caterpillars hanging or ready to. Am very excited. This is the first year I have done this in Texas. Had seen them only in the fall in Wisconsin. Am curious if numbers are higher due to reported die off in Mexico.",-999999.999,-999999.999,-999999.999,9705571,-999999.999,1,FIRST Monarch Egg,1
868,893502512,1998-04-24,Monarch Egg (FIRST sighted),1,34.318,-83.816,0,"Journey North, We have eggs. After watching and waiting, having seen the first Monarch over a week ago. The results are showing up. We have seen only one Monarch, but the butterfly weeds have a few eggs on them. The Swamp milkweeds are covered, some leaves have 3 to 4 eggs on them. It has been a very wet and stormy spring, but the Monarchs are still on track. The milkweed plants have almost doubled in height in the past week, from 4 to 8 inches in height. Waiting on larva, North Hall Middle School  ",North hall middle school,8.0,-999999.999,9701341,-999999.999,1,FIRST Monarch Egg,1
871,893705779,1998-03-20,Monarch Egg (FIRST sighted),1,30.096,-81.877,0,-999999.999,Doctors inlet elementary school,3.0,-999999.999,9705585,-999999.999,1,FIRST Monarch Egg,1
910,894990214,1998-05-10,Monarch Egg (FIRST sighted),1,33.477,-93.918,0,"The monarch sightings have been rather slow here in southwestArkansas this year.  We have not found any eggs but did find a large, healthy  larva on some green-flowering milkweed - thefield was full of milkweed but we only found that one larva.  It has since found a place to attach its silk pad and is hanging inthe classic J-shape. The 13 year cycle of Cicadas has made its way back to ourarea.  We were wondering if there could be any connection between the small monarch migration sightings and the return of the Cicadas?",Kilpatrick elementary,5.0,-999999.999,358,-999999.999,1,FIRST Monarch Egg,1
942,895584830,1998-05-12,Monarch Egg (FIRST sighted),1,38.994,-94.675,0,"1. To date, no adult Monarchs spotted.<BR>2. On May 12 1998, I observed host plants (of two species) at heights of 12 to 14 inches.  Three plants were inspected and two plants had one Monarch egg each, estimated age of eggs is less than 3 days.<BR>3. Mid March weather in N. E. Kansas included a nightime low of 10 degrees F (-12 C) which probably sterilized both flora and insect populations.  Some snow cover was present which protected the lowest 4 inches of the ecosystem from freezing.<BR>Ron Wantoch<BR>Overland Park, KS  (near KC, MO)rwantoch@swbell.net ",-999999.999,-999999.999,-999999.999,9711774,-999999.999,1,FIRST Monarch Egg,1
958,895673422,1998-05-19,Monarch Egg (FIRST sighted),1,44.957,-93.54,0,Today I discovered a single monarch egg on the underside of a common milkweed leaf. I inspected the other 25+ plants in the garden and none had any eggs. ,Journey north office,-999999.999,-999999.999,9937188,-999999.999,1,FIRST Monarch Egg,1
1019,896675673,1998-05-28,Monarch Egg (FIRST sighted),1,37.835,-80.46,0,"Source: <A HREF=""http://www.MonarchWatch.org"">Monarch Watch</A><BR>",-999999.999,-999999.999,-999999.999,1129,-999999.999,1,FIRST Monarch Egg,1
1020,896676059,1998-05-28,Monarch Egg (FIRST sighted),1,41.645,-83.548,0,"Source: <A HREF=""http://www.MonarchWatch.org"">Monarch Watch</A><BR>",-999999.999,-999999.999,-999999.999,9924217,-999999.999,1,FIRST Monarch Egg,1
1083,898302283,1998-06-14,Monarch Egg (FIRST sighted),1,40.646,-74.826,0,-999999.999,-999999.999,-999999.999,-999999.999,966,-999999.999,1,FIRST Monarch Egg,1
1095,899406456,1997-06-28,Monarch Egg (FIRST sighted),1,43.067,-77.214,0,"My daughter and I collected two monarch eggs while hiking in the fields located about 1.5 miles from our home. Each was on a separate plant in a cluster of three plants. Both eggs hatched on 6/30/98, making a possible deposit date of 6/23/98. Although we have approximately 150 milkweed plants growing in our front lawn, we have, as yet, seen no monarchs, nor discovered any eggs. This time in 1997, we had discovered 15 eggs in our milkweed patch and already had several caterpillars. In our past six years of raising monarchs, this is only the second year we have not had eggs/larvae by this date--the only other year, 1995, was very cold and wet, This year the weather here does not seem to be a factor. Where are the butterflies?",Retired--palmyra elementary,-999999.999,-999999.999,9705637,-999999.999,1,FIRST Monarch Egg,1
1096,899681248,1998-07-05,Monarch Egg (FIRST sighted),1,40.553,-74.288,0,-999999.999,-999999.999,-999999.999,-999999.999,966,-999999.999,1,FIRST Monarch Egg,1
1099,899926587,1998-06-30,Monarch Egg (FIRST sighted),1,41.332,-85.021,0,First monarch eggs of the season finally!I found 2 eggs on my 200+ milkweed plants.I found 2 more July 3.  Monarchs are few this year!,Waterloo elementary,2.0,-999999.999,9703022,-999999.999,1,FIRST Monarch Egg,1
1108,901718287,1998-07-28,Monarch Egg (FIRST sighted),1,43.067,-77.214,0,"Finally monarchs! In the past two days we have collected 11 eggs and three newly-hatched caterpillars from our milkweed patch in the front of our house. Yesterday a monarch laid an egg while my wife watched! We're way behind the number of eggs for thistime in the year, based on our experience over the past six years. ",Retired--palmyra elementary,-999999.999,-999999.999,9705637,-999999.999,1,FIRST Monarch Egg,1
1109,901893517,1998-07-17,Monarch Egg (FIRST sighted),1,44.234,-73.99,0,We found newly hatched Monarch catapillars on milkweed in my husbands parking lot.  We were watching for them every day and the 17th was the first time we spotted them.  About 14 catapillars all 1/16th of an inch long.,-999999.999,-999999.999,-999999.999,1170,-999999.999,1,FIRST Monarch Egg,1
2933,947035838,2000-01-04,Monarch Egg (FIRST sighted),1,28.53,-96.68,0,"Coastal Monarchs of Texas:  Dec 29: at least 21 different monarch butterflies between 11 am and 3 pm ... we netted, tagged, and marked (ntm'd)15 ... several returnees.  A female, #8, we ntm'd Nov 28 is still returning.  Dec 31: at least 10 different monarchs ... we ntm'd 4.  Jan 1: there were at least 7 different monarchs ... 5 returnees.  Females #8 and #82 both observed depositing eggs.  Jan 2: there were at least 5 different monarchs ... 4 returnees ... we ntm'd 1.  Today, Jan 4th, we brought in 40 eggs and 10 larvae from 1st to 4th instar to observe.  Monarchs, eggs, larvae almost every day so far this winter.",Victoria christian school k-8,7.0,-999999.999,9704928,-999999.999,1,Monarch Egg (FIRST sighted),0
2938,948203111,2000-01-16,Monarch Egg (FIRST sighted),1,27.705,-97.348,0,"Sightings @ Suter Refuge:1/16/00, 8-11 am,  68-75 deg. wind S @5-10 mph, ptly cldy, warm & dry X 1 wk.  Two adults observed on Mexican milkweed; one laying all over patch for at least an hour.   Multiple eggs confirmed.  Both butterflies bright; non-layer especially so; may have been just out of chrysalis, judging from rests on non-milkweed plants.  Milkweed primary bloomer now, with some pentas and Texas lantana.  One 2 cm larva also seen. Until 1/14/00, also had at least 6 large larvae @ residence 6 mi. E of Refuge; by then had formed 4 chrysalids (that I found). ",Tamu-cc,-999999.999,-999999.999,9711251,-999999.999,1,Monarch Egg (FIRST sighted),0
2978,952110755,2000-03-03,Monarch Egg (FIRST sighted),1,28.807,-96.979,0,"We have had a few monarchs all winter in Victoria.  We began to find several eggs and larvae at school the second week of February.  After our cold snap in late January, the students began a few larvae.  One student looked for and found about 80 eggs during the second and third weeks of February on the A. curassavica at school.  We have not released any raised monarchs since late October ...  so all that we have seen have grown up in the area on backyard tropical milkweed ... unless there is some milkweed (tropical or native) that survived on the barrier islands or right along the bays ... and that question remains to be answered.",Victoria christian school,7.0,-999999.999,9704928,-999999.999,1,Monarch Egg (FIRST sighted),0
2993,952639008,2000-03-04,Monarch Egg (FIRST sighted),1,30.449,-91.188,0,"Three eggs found on Asclepias curassavica in Baton Rouge, LA after a female monarch observed in my garden.",Louisiana state university,-999999.999,-999999.999,9713732,-999999.999,1,Monarch Egg (FIRST sighted),0
2996,952820235,2000-03-10,Monarch Egg (FIRST sighted),1,28.81,-96.98,0,"We have confirmed native, wild milkweed (Asclepias viridis and A. asperula) blooming in DeWitt, Victoria, and Calhoun Counties of Texas.  Some of this milkweed (A. v.) in Victoria County is already making seed pods.  We also found this week on these wild plants what we think might be the first eggs deposited by a few early migrating monarchs.  We have observed monarchs this week that appear faded (moderate to very).  These monarchs have all been moving generally from south to north ... observations from the central Gulf coast (Port Lavaca)to 75 miles inland (75 miles east of San Antonio).",Victoria christian school,7.0,-999999.999,9704928,-999999.999,1,Monarch Egg (FIRST sighted),0
2999,953046294,2000-03-02,Monarch Egg (FIRST sighted),1,29.757,-95.365,0,"It is quite warm (upper 70's/lower 80's)(and dry I am afraid) here in Houston, TX. For the past week or two, my backyard has been a haven for monarchs. I easily see 5 at a time flying around my milkweed. The females are laying eggs with gusto! It is very pleasant to sit out in the back and just watch their antics. Some of the monarchs appear faded and tattered (monarchs from Mexico??) but many of them are relatively fresh (born this season here in Texas??). I hope all you MWers up north start seeing the monarchs really soon. They are such a lovely sight!",-999999.999,-999999.999,-999999.999,1937,-999999.999,1,Monarch Egg (FIRST sighted),0
3009,953247587,2000-03-16,Monarch Egg (FIRST sighted),1,26.218,-98.238,0,"I checked the playground at school this morning and found 18 eggs on milkweed that grows wild there.  About 10:30 I was out sitting in the field checking a plant when a monarch flew right by me.  It was close to the ground, stopping occasionally at plants, circling around and stopping again.  Then it suddenly began to rise up over the fence heading northeast until it was too high and too far away for me to see.",Jackson elementary school,5.0,-999999.999,9702674,-999999.999,1,Monarch Egg (FIRST sighted),0
3013,953273807,2000-03-13,Monarch Egg (FIRST sighted),1,29.75,-95.35,0,"Two beautiful Monarchs happened by the garden as I was planting vegetables.  Others have passed by in the last week, but didn't stop, just moved on instead.  The first female went straight to my winter tired milkweed and began laying.  I watched her lay 10 eggs before another Monarch flew in.  It was so thrilling to see them tap each other, and circle together into the treetops above trying to establish a territory.  One returned for some more laying as the other circled out further in the yard lightly touching all the plants as if looking for milkweed.  They are so attracted to the milkweed that they seem to come out of nowhere and fly straight to it.  Welcome back guys!",Scarborough elem.,2.0,-999999.999,9713099,-999999.999,1,Monarch Egg (FIRST sighted),0
3023,953332146,2000-03-14,Monarch Egg (FIRST sighted),1,30.449,-91.188,0,"Monarchs are moving through Baton Rouge. I saw my first one on 3/3/00. The next day there were 2 or 3 more. This is fairly early, 10-14 days early, in fact. On the 14th saw first egg laying. Our milkweeds Green milkweed (A. viridis) are blooming and ready for them. We'll keep monarchs up until early May. Once these young emerge as adults they leave. It's going to be early this year, 4-5 weeks so by sometime in April. How do you know these are migrants and not from New Orleans? I couldn't believe so worn, so not one that had stayed around winter.  The bottom line is that we just don't know.  But they just look so tattered, unlike the ones I'll see in mid-winter down in New Orleans. ",-999999.999,-999999.999,-999999.999,9710973,-999999.999,1,Monarch Egg (FIRST sighted),0
3027,953517034,2000-03-15,Monarch Egg (FIRST sighted),1,30.54,-96.725,0,Found the first monarch eggs of the season in a field of milkweed in the family pasture.,St.joseph elementary,3.0,-999999.999,9713985,-999999.999,1,Monarch Egg (FIRST sighted),0
3046,953938279,2000-03-24,Monarch Egg (FIRST sighted),1,29.469,-98.528,0,TMI students found 12 eggs on 8 A. asperula plants today.,Texas military institute,12.0,-999999.999,9950706,-999999.999,1,Monarch Egg (FIRST sighted),0
3049,953940263,2000-03-24,Monarch Egg (FIRST sighted),1,33.58,-91.792,0,"I spotted a female monarch laying eggs today on _Asclepias curassavica_ behind my lab. I went out and examined the plants, which had been set out on Monday and counted a total of 22 eggs on 8 plants. ",University of arkansas at monticello,-999999.999,-999999.999,9702734,-999999.999,1,Monarch Egg (FIRST sighted),0
3073,954188074,2000-03-26,Monarch Egg (FIRST sighted),1,31.605,-99.015,0,"Found a multitude of eggs this afternoon between 2:30 and 4:00 p.m.  Some plants had as many as 4 and 5 eggs per stem.  Two eggs per stem were very common, and occasionally, two eggs per leaf.  Altogether, I found 110 eggs and still had not checked all the milkweed in that particular area.",Early primary school     early isd,-999999.999,-999999.999,9711541,-999999.999,1,Monarch Egg (FIRST sighted),0
3091,954286830,2000-03-27,Monarch Egg (FIRST sighted),1,34.859,-92.398,0,Sighted two monarchs laying eggs on my barely emerged plants.,Lakewood middle school,7.0,-999999.999,1980,-999999.999,1,Monarch Egg (FIRST sighted),0
3103,954866190,2000-03-23,Monarch Egg (FIRST sighted),1,30.429,-84.258,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P>Monarchs arrived in the Tallahassee-St. Marks, Florida, area since last week.  My first sighting of monarchs in Tallahassee was March 23rd.  Forty-to 50 monarchs were counted at the St. Marks National Wildlife Refuge (south of here) that week.  This morning, Wednesday the 29th, I watched a female laying eggs on Scarlet Milkweed (Asclepias currasavica) here in Tallahassee.  Her wings were a bit notched and the scale cover was very thin, but otherwise she was in good shape.  Whether she made her way back from Mexico, from south Florida, or is one of the limited number that over-wintered along the coast immediately south ofTallahassee is unknown.  Monarchs usually don't overwinter this far north in Florida, but we had an unusually mild winter and they were being reported throughout the winter from spots along our coast.",Monarch watch,-999999.999,-999999.999,1997,-999999.999,1,Monarch Egg (FIRST sighted),0
3133,955159417,2000-04-07,Monarch Egg (FIRST sighted),1,34.272,-88.705,0,First monarch eggs observed this afternoon.  Numerous eggs seenon swamp milkweed and butterfly weed.  The smallest plants have the largest number of eggs.  ,-999999.999,-999999.999,-999999.999,356,-999999.999,1,Monarch Egg (FIRST sighted),0
3143,955331146,2000-04-09,Monarch Egg (FIRST sighted),1,34.035,-77.903,0,"One tiny, perfectly beautiful, monarch egg discovered today on the underside of an A.tuberosa leaf in our garden.  We eagerly await its hatching!",Carolina beach elementary,4.0,-999999.999,9703054,-999999.999,1,Monarch Egg (FIRST sighted),0
3150,955383840,2000-04-08,Monarch Egg (FIRST sighted),1,36.405,-86.452,0,"My brother reports finding the first egg of the season on 3"" high milkweed at our farm in Gallatin, TN.  He covered it Sat. night, when the temp. was down to 30df and says he did not see any signs of freeze on the plant.  We hope the egg is ok.  He is watching for the hatch.",David lipscomb elementary,-999999.999,-999999.999,1870,-999999.999,1,Monarch Egg (FIRST sighted),0
3156,955496137,2000-04-11,Monarch Egg (FIRST sighted),1,34.318,-83.816,0,"12 eggs on 5 short leaves on a 3"" tall common milkweek",North hall middle,8.0,-999999.999,9701341,-999999.999,1,Monarch Egg (FIRST sighted),0
3174,955634243,2000-04-12,Monarch Egg (FIRST sighted),1,27.954,-82.457,0,Today we saw butterfly eggs on our milkweed plants. Two of the eggs have hatched and there are two larva on the leaves. We hope they are Monarch eggs.  From Mrs. Parsons' class ,Mabry elementary,2.0,-999999.999,9712310,-999999.999,1,Monarch Egg (FIRST sighted),0
3195,956190641,2000-04-19,Monarch Egg (FIRST sighted),1,35.194,-80.827,0,Observed female Monarch laying eggs on Syriaca plants in garden.  Found at least a dozen eggs.,-999999.999,-999999.999,-999999.999,2001,-999999.999,1,Monarch Egg (FIRST sighted),0
3209,956593398,2000-04-23,Monarch Egg (FIRST sighted),1,38.976,-95.422,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P> I have  yet to see a Monarch but I found a Monarch egg on common milkweed in the front  yard this morning.  The milkweed is on a south facing slope and was about 6 inches tall.  Steve  Case Lecompton, KS",-999999.999,-999999.999,-999999.999,9710973,-999999.999,1,Monarch Egg (FIRST sighted),0
3217,956605979,2000-04-20,Monarch Egg (FIRST sighted),1,36.171,-80.395,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P>While checking my garden this morning, I found 17 monarch eggsdistributed over swamp milkweed, common milkweed, butterfly weed, andblue vine.  I have never seen any this early before!  The blue vine isabout 8 inches in height, the common is about 6 inches, and the swamp isonly around 2 inches in ht.  The female layed eggs on seedlings too.  I have not seen any adults, but I guess there's at least 2 aroundsomewhere!!!Barbara ColliePfafftown, NC (near Winston-Salem)",-999999.999,-999999.999,-999999.999,2030,-999999.999,1,Monarch Egg (FIRST sighted),0
3241,956975794,2000-04-28,Monarch Egg (FIRST sighted),1,37.338,-95.937,0,"For about a week we have been seeing 2 to 4 monarchs nectaring on the blueberry flowers in our blueberry patch.  We saw at least one female and two males.  So each day we have been checking the milkweed for eggs.This evening we found 5 monarch eggs on incarnata. The incarnata is 5"" tall.  We found no eggs on the native milkweed that is closer to the blueberry flowers.                                                                                                                                     ",-999999.999,-999999.999,-999999.999,977208,-999999.999,1,Monarch Egg (FIRST sighted),0
3256,957221177,2000-04-29,Monarch Egg (FIRST sighted),1,38.393,-75.735,0,ONe egg on asclepias tuberosa in my flower garden.  A. tuberosa came up 2 weeks before the more common pink flowered milkweed that is in my vegetable garden.,Westside intermediate school,4.0,-999999.999,9704089,-999999.999,1,Monarch Egg (FIRST sighted),0
3259,957273056,2000-04-29,Monarch Egg (FIRST sighted),1,38.271,-94.272,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P>I found Monarch eggs on April 29 on emerging  milkweed around a farm pond that had its grass burnt off this spring.  I  collected 25 eggs on leaves, then I quit collecting, but know there were more  eggs out there.  I have had 9 larva hatch as of this evening, hope the rest  will make it, too. My husband has seen 3 adult Monarch butterflies  over period from April 27 thru 30th. The weather was sunny/partly cloudy with  temperature about 65-70 deg. Sex and condition of butterflies unknown.  1  was seen flying around apple tree.  1 was around flowers in garden.  1  was high flying to the northeast.  Our location is 9 miles southeast of  Butler, Missouri.   x",-999999.999,-999999.999,-999999.999,2066,-999999.999,1,Monarch Egg (FIRST sighted),0
3264,957294032,2000-05-02,Monarch Egg (FIRST sighted),1,37.235,-76.558,0,"When walking through our Grizzly Getaway, we discovered a small egg on the leaf of a milkweed plant.",Grafton bethel elementary,3.0,-999999.999,9714478,-999999.999,1,Monarch Egg (FIRST sighted),0
3278,957570269,2000-05-05,Monarch Egg (FIRST sighted),1,43.043,-76.151,0,female in worn plumage laying eggs on unknown milkweed,-999999.999,-999999.999,-999999.999,2105,-999999.999,1,Monarch Egg (FIRST sighted),0
3290,957793049,2000-05-06,Monarch Egg (FIRST sighted),1,44.066,-92.51,0,"My seventh grade students and I have been watching the milkweed sprout up around Willow Creek Middle School. It is a brick building that is earth-bermed on all sides.  On April 25th we noticed several shoots of common milkweed that were 8 to 10 cm tall; they were on top of the berm on the south side of the building. At that time, we looked for eggs but didn't find any.  On Saturday(5/6), in my own backyard (S.W. Rochester), I found two monarch eggs on one plant that was 10 cm tall. The eggs hatched by 6:00 AM on Monday (5/8).  Additionally, this  morning (5/8), I found two more eggs on one 30 cm tall plant that was growing on the S.W. berm of W.C.M.S. All of my students and I have been watching for adults, but have not sighted any yet. ",Willow creek middle school,7.0,-999999.999,9702454,-999999.999,1,Monarch Egg (FIRST sighted),0
3295,957811758,2000-05-07,Monarch Egg (FIRST sighted),1,43.652,-94.067,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P>Yesterday, (May 7) I went looking for monarchs at one of my favorite sites.I did not see adult monarchs, BUT I did find some eggs so obviously themonarchs have made it to Blue Earth, MN.",-999999.999,-999999.999,-999999.999,9901571,-999999.999,1,Monarch Egg (FIRST sighted),0
3297,957812209,2000-05-06,Monarch Egg (FIRST sighted),1,39.774,-86.109,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P>On Saturday, May 6, I found a total of 42 eggs on my Common and Swamp Milkweed.  I found eggs on Swamp Milkweed plants that were as small as 3 to 4 inches tall.  This is the earliest I've found eggs in Indianapolis. ",-999999.999,-999999.999,-999999.999,9712382,-999999.999,1,Monarch Egg (FIRST sighted),0
3301,957813247,2000-05-05,Monarch Egg (FIRST sighted),1,40.075,-76.575,0,"Contributed by <a href="" http://MonarchWatch.org/"">Monarch Watch</a><P>I found 115 monarch eggs along a railroad track in Marietta,  PA today.  The eggs were laid on A.Syriaca plants that were 5-25 cm  tall.  The milkweed in this area is much taller than normal for this time  of year due to the heat created by the sun on the railroad tracks.  Several  of the plants contained 5 eggs, and almost every plant had at least  one. Some of the plants also had eggs laid on the stems.   As I was collecting the eggs to raise, the female who  had laid them flew by and laid another egg right in front of me!  She was  relatively fresh, missing a few scales but definitely not an  overwintering butterfly from Mexico.  The weather conditions were  sunny and 82 degrees.    ",-999999.999,-999999.999,-999999.999,9910100,-999999.999,1,Monarch Egg (FIRST sighted),0
3308,957820890,2000-05-08,Monarch Egg (FIRST sighted),1,44.278,-87.642,0,"While looking for milkweed to see if the monarchs that we had seen in the past few days had anywhere to lay their eggs, I found one plant (5 inches tall) and two more plants (2 and 3 inches tall). I was surprised to see that they were so large, only 3 or 4 days earlier there wasn't any sign of them. The record high temperatures that we have had recently must have made them grow at a very fast rate.  I was quite thrilled to find that the 3 inch tall plant had a fresh (yellow toned) egg on it.  This is REALLY early! ",-999999.999,-999999.999,-999999.999,9711803,-999999.999,1,Monarch Egg (FIRST sighted),0
3320,958018656,2000-05-10,Monarch Egg (FIRST sighted),1,46.001,-94.341,0,eggs found on south-facing bank of gravel road on milkweed 2-8 inches high.  no monarchs sighted as of yet but i'm wildly jumping to the conclusion that there are some in the area.                billiam,-999999.999,-999999.999,-999999.999,1908,-999999.999,1,Monarch Egg (FIRST sighted),0
3325,958082791,2000-05-10,Monarch Egg (FIRST sighted),1,39.3,-79.5,0,-999999.999,Homeschooled,6.0,-999999.999,9712904,-999999.999,1,Monarch Egg (FIRST sighted),0
