,id,sighting_date,species,number,latitude,longitude,flag_location,comments,school,grade,image_url,customerid,number_old,flag_number,species_old,flag_species
3077,954213863,2000-03-27,Monarch Larva (FIRST sighted),1,31.688,-89.111,0,"I found 8-12 no. of 0-1 instar larva on a Asclepias incarnata 'Ice Ballet', which I left in it's pot to go dormant in the garden in the spot where I wish to plant it out.  After seeing the  handsome Monarch in the garden the other day, I thought I'd better do a close inspection of my milkweeds, and low and behold, there they are, less than an 3/16"" in length.  This after a tremendous storm about 4.0 a.m. this morning! Brought the pot up to the house, to better photograph it, and to offer some protection, until I can put a net sleeve over it. The plant is in a one gallon pot and is only just starting to shoot up. The weather remained rainy to partly sunny, and a cool front moved in after lunch today, and those little guys have stopped moving around.  Can't wait to see them in the morning!. Photos on request, jpg or other....send saemail.  State your sizerequirement.  I hope to have them up on a web page in the next couple of weeks, so stay tuned.",-999999.999,-999999.999,-999999.999,1910,-999999.999,1,Monarch Larva (FIRST sighted),0
3096,954468906,2000-03-29,Monarch Larva (FIRST sighted),1,33.58,-91.792,0,I found my first larvae of the year. Two were on a small sprig of _Asclepias curassavica_ this afternoon. I hope the plant grows fast enough to keep them fed.,University of arkansas at monticello,-999999.999,-999999.999,9702734,-999999.999,1,Monarch Larva (FIRST sighted),0
3121,955057648,2000-04-01,Monarch Larva (FIRST sighted),1,27.909,-82.29,0,Six fat caterpillars have devoured the milkweed and 5 made it to chrysalis. The sixth was attacked (by wasps) I think.,Brooker elementary school,3.0,-999999.999,1198,-999999.999,1,Monarch Larva (FIRST sighted),0
3155,955493550,2000-04-07,Monarch Larva (FIRST sighted),1,29.469,-98.528,0,I noticed a fairly large monarch caterpillar on a texas milkweed (Asclepias texana) plant in my garden at 8:30 am.   The plant had all of its leaves.  I also noticed a mexican milkweed (Asclepias curassavica) nearby that was completely defoliated.   The caterpillar must have moved over to the Texas milkweed after eating the other.  I had been away just for a few days so I missed seeing the eggs & young larva.   This evening there was one more monarch larva eating away on the texas milkweed!,-999999.999,-999999.999,-999999.999,9712737,-999999.999,1,Monarch Larva (FIRST sighted),0
3192,956101063,2000-04-16,Monarch Larva (FIRST sighted),1,33.519,-86.808,0,We have 4 small caterpillars and there's a couple dozen eggs on the Asclepias.,Leeds elementary school,5.0,-999999.999,9700372,-999999.999,1,Monarch Larva (FIRST sighted),0
3204,956454116,2000-04-19,Monarch Larva (FIRST sighted),1,34.272,-88.705,0,First Monarch Larva spotted this morning on a. incarnata plant.,-999999.999,-999999.999,-999999.999,356,-999999.999,1,Monarch Larva (FIRST sighted),0
3221,956673738,2000-04-20,Monarch Larva (FIRST sighted),1,34.318,-83.816,0,We located our first monarch larva at mr. Barton's home and at school ( North Hall Middle ) we were very excited and intrigued to discover it. we students are very pleased to Have observed such a wonderfull discovery.,North hall middle,8.0,-999999.999,9701341,-999999.999,1,Monarch Larva (FIRST sighted),0
3233,956798240,2000-04-26,Monarch Larva (FIRST sighted),1,35.194,-80.827,0,Our first two Monarch eggs hatched today. The larva ate their egg cases then moved on to eating their Syriaca leaf.  These eggs were laid one week ago on Wed. Apr 19.  Yesterday we noticed the eggs turning dark especially at the tip where they were black.,-999999.999,-999999.999,-999999.999,9714268,-999999.999,1,Monarch Larva (FIRST sighted),0
3273,957497428,2000-05-04,Monarch Larva (FIRST sighted),1,39.104,-94.601,0,"I was so excited that I wanted to send out birth announcements when I discovered 11 tiny monarch caterpillers on one of the milkweed plants in the Parkville Nature Sanctuary.  They are the size of a pencil lead - so tiny!  They have eaten holes the size of pencil erasers in the leaves.  It is plant #10, the one in the chatted road bed.  I was right, there were eggs on it seven days ago on 4/28.  I have found no other eggs or larva on any of the other plants. The adult monarch chose the sturdiest of the plants for her egg laying.  I look forward to monitoring the tiny critters through adulthood.  ",(no school; parkville nature sanctuary,-999999.999,-999999.999,1728,-999999.999,1,Monarch Larva (FIRST sighted),0
3380,958657266,2000-05-15,Monarch Larva (FIRST sighted),1,36.921,-80.319,0,"I searched about 40 Common Milkweed plants at Pine Spur Overlook on the Blue Ridge Parkway and found 16 Monarch Caterpillars ranging from very tiny to about ""half grown"".  A species of earwig was also eating the very newest leaves and some flower buds that were just beginning to form.  ",-999999.999,-999999.999,-999999.999,9712394,-999999.999,1,Monarch Larva (FIRST sighted),0
3493,960587506,2000-06-09,Monarch Larva (FIRST sighted),1,41.704,-73.912,0,"Every spring we order monarch larvae from the Univ. of Kansas MonarchWatch program.  We collect milkweed from our area to feed them.  Today when we were feeding them we noticed a tiny, tiny one on the leaf.  Apparently before we collected this bunch an adult monarch had laid an egg which hatched in our classroon unbeknowst to us!  It was exciting as all but one of our caterpillars had gone into chrysalis and the students were sad to ""see them go""  now we can enjoy one a bit longer!!",Nassau-spackenkill elementary,3.0,-999999.999,9704611,-999999.999,1,Monarch Larva (FIRST sighted),0
3514,961180348,2000-06-07,Monarch Larva (FIRST sighted),1,45.755,-86.569,0,-999999.999,-999999.999,-999999.999,-999999.999,1096,-999999.999,1,Monarch Larva (FIRST sighted),0
4368,981927783,2001-01-13,Monarch Larva (FIRST sighted),1,29.047,-82.046,0,"When I was in South Florida visiting my granddaughter, I saw a monarch in her backyard as well as a monarch caterpillar on a milkweed plant.  (Plantation is near Ft. Lauderdale.)",Lake weir middle,6.0,-999999.999,9705812,-999999.999,1,Monarch Larva (FIRST sighted),0
4382,982972043,2001-02-23,Monarch Larva (FIRST sighted),1,28.529,-96.679,0,"Sighted two faded adult monarchs in town on Wednesday.  There have been many eggs this week on the new growth on the A. curassavica (checking now for monarch or queen).  Overwintering groups of adult monarchs (twenty to over one hundred) observed since Christmas in Matagorda, Calhoun, and Aransas Counties near the bays.  Asclepias viridis, A. asperula, and A. tuberosa just breaking thru the surface.  Backyard A. curassavica never lost all their leaves and after cutting back already have flower buds.  Monarch and a few queen larvae all winter.  Should be past last frost.  Corn planting started on Wednesday.",Victoria christian school,7.0,-999999.999,9704928,-999999.999,1,Monarch Larva (FIRST sighted),0
4396,983202990,2001-02-23,Monarch Larva (FIRST sighted),1,29.957,-90.078,0,I saw a rather large (5th instar?) caterpillar chewing on the (just-emerging-after-the-first-freeze in years-back-in-Jan) baby milkweed leaves.  I'll keep checking and let you know,"Audubon zoo, education department",-999999.999,-999999.999,2477,-999999.999,1,Monarch Larva (FIRST sighted),0
4400,983303421,2001-02-27,Monarch Larva (FIRST sighted),1,27.954,-82.457,0,I just saw a larva chewing milkweedAnd I   think it was the egg I reported before.,St. john greek orthodox day school,4.0,-999999.999,9712060,-999999.999,1,Monarch Larva (FIRST sighted),0
4404,983409276,2001-02-26,Monarch Larva (FIRST sighted),1,26.218,-98.238,0,"Found two larva on our milkweed.  Our Milkweed has been blooming all winter, but this is the first larva found since the fall.  Unusually cold winter.",Ben milam elementary,4.0,-999999.999,9712478,-999999.999,1,Monarch Larva (FIRST sighted),0
4409,983995159,2001-03-06,Monarch Larva (FIRST sighted),1,26.218,-98.238,0,"A student, Hayden McGhee found two monarch larva, 2nd stage on milkweed at his home in McAllen.  This is the first larva seen since fall at his home.  This makes a total of four found in our area in a week.",Ben milam elementary,4.0,-999999.999,9712478,-999999.999,1,Monarch Larva (FIRST sighted),0
4421,984409814,2001-03-06,Monarch Larva (FIRST sighted),1,26.208,-97.684,0,"John and Lus Maria Hagey live in Harlingen, Cameron Co., the southmostcounty in Texas. I talked to John and he said that he observed a femaleMonarch laying eggs for about 45 minutes on either the 13th or 14th ofFebruary. He said that all these larvae appear to be the same age and thathe first noticed they were devouring the tropical milkweed on March 6th.Their milkweed is planted on the north side of their house. The firstMonarch they noticed was on January 6th.Mike Quinn, TPWD",-999999.999,-999999.999,-999999.999,2549,-999999.999,1,Monarch Larva (FIRST sighted),0
4447,985107619,2001-03-20,Monarch Larva (FIRST sighted),1,25.778,-80.198,0,"Greetings from Miami.  Our Butterfly Garden was full of Monarch caterpillars on March 16,2001.  They have been eating steadly and growing.  Almost all of our milkweed has been devoured and only the stems remain.  We counted at least 15 on some of the branches.  As reported before a member of our thrid generation seemed to flutter around the garden.  It is exciting watching the fourth generation.",St. rose of lima school,1.0,-999999.999,2480,-999999.999,1,Monarch Larva (FIRST sighted),0
4462,985301236,2001-03-22,Monarch Larva (FIRST sighted),1,26.208,-97.684,0,"Do their eggs overwinter? Our milkweed is full of larvae, some of which are pupating already. (Reported for Greg Pye by Mike Quinn, Texas Parks and Wildlife.) ",-999999.999,-999999.999,-999999.999,2662,-999999.999,1,Monarch Larva (FIRST sighted),0
4550,986268745,2001-03-01,Monarch Larva (FIRST sighted),1,30.23,-97.714,0,Found five eggs south of Austin around the San Marcos area.  The milkweed is abundant and healthy.,Palm school,5.0,-999999.999,9900808,-999999.999,1,Monarch Larva (FIRST sighted),0
4588,986590498,2001-04-07,Monarch Larva (FIRST sighted),1,29.757,-95.365,0,I found the first larva while working in the garden. There havebeen a couple of monarchs but so far there have not been any larvae.  It was probably in the second instar.  ,-999999.999,-999999.999,-999999.999,9706354,-999999.999,1,Monarch Larva (FIRST sighted),0
4591,986604503,2001-04-06,Monarch Larva (FIRST sighted),1,28.807,-96.979,0,"We checked a ten yard by ten yard square of Asclepias viridis that is now blooming in Victoria and on thirty stems found four first instar monarch larvae, one second instar, three latex mustaches, but no eggs.  These are the first monarch larvae we have found on native, wild milkweed in the area.  We have found latex mustaches before indicating small larvae ... no larvae, but always many fire ants in those cases!  Netted, photo'd, tagged, and released a faded and tattered female working another patch of A. viridis in the area ... compared with a ""new"" female at: http://apr2k1.homestead.com/apr6.html",Victoria christian school,7.0,-999999.999,9704928,-999999.999,1,Monarch Larva (FIRST sighted),0
4594,986694132,2001-04-07,Monarch Larva (FIRST sighted),1,30.42,-87.224,0,we found today about 50 monarch cats on our newly emerging scarlet milkweed. most all of them are about 1 inch long. there is no way there is enough food to  get all of them to their final instar. we were suprised to find them because we have not seen any adults except one that came through in a hurry last week.,-999999.999,-999999.999,-999999.999,2331,-999999.999,1,Monarch Larva (FIRST sighted),0
4602,986824280,2001-04-07,Monarch Larva (FIRST sighted),1,29.757,-95.365,0,"At Brazos Bend State Park about 1 hour south of Houston, a naturalist and I saw Swamp Milkweed in Creekfield Lake last Saturday.  The Milkweed is blooming, and we found 4 small larvae on the plants, they were monarch larvae. One larvae was about1/2 inch long, the others were about 1/8 inch.",-999999.999,-999999.999,-999999.999,9705512,-999999.999,1,Monarch Larva (FIRST sighted),0
4603,986824693,2001-04-07,Monarch Larva (FIRST sighted),1,29.385,-95.788,0,"Last Friday in Brazos Bend State Park about 1 hour south ofHouston, a park naturalist and I saw 4 monarch larvae onSwamp Milkweed next to Creekfield Lake.  The milkweed is inbloom.  The larvae were tiny, from about 1/8 inch to 1/2 inch insize.  Interestingly, the Mexican Milkweed nearby that isplanted in a garden at the Observatory near where we found the swamp milkweed has no eggs or larvae.  Do they prefer the nativemilkweed?",-999999.999,-999999.999,-999999.999,9705512,-999999.999,1,Monarch Larva (FIRST sighted),0
4623,986922339,2001-04-10,Monarch Larva (FIRST sighted),1,29.2,-96.22,0,We are very exited becaue our class is raising monarch caterpillars!!!  We have done this twice before and once we even got a very small egg.  Last year they came out at a perfect time!We got to see about 5 monarchs emerge in 30 minutes.  We loved it!  At our school in May and August you can step outside and see their fluttering presence.  Once at my house I caught one and it went onto my nose!It tickled like crazy!      Mrs.Buss'4th grade G.T. class ,Northside elementary,5.0,-999999.999,9714287,-999999.999,1,Monarch Larva (FIRST sighted),0
4625,986940934,2001-04-10,Monarch Larva (FIRST sighted),1,29.469,-98.528,0,"This morning, my 4 year old daughter, Annalise, & I found 16 tiny larvae (just hatched) and 3 that were approx. 1 inch in length on 3 Asclepias currasavica plants in our back yard.  We have not seen any of the adults passing through.",-999999.999,-999999.999,-999999.999,9712737,-999999.999,1,Monarch Larva (FIRST sighted),0
4636,987101533,2001-04-11,Monarch Larva (FIRST sighted),1,29.692,-95.201,0,We counted over 215 fourth and fifth instar monarch caterpillars in our 700 square foot atrium.  We have approximately 200 milkweed plants--12 old ones and the rest are new ones.  It was awsome to see one day the milkweed was full of leaves and the next they were bare sticks!,Kruse elementary,-999999.999,-999999.999,9902530,-999999.999,1,Monarch Larva (FIRST sighted),0
4640,987112717,2001-04-10,Monarch Larva (FIRST sighted),1,30.23,-97.714,0,"Have about 20 baby caterpillars that are between 1 and 10 cm long.  Am finding eggs daily and most are on the young flower buds of the milkweed while some are on the leaves. We are also starting to find some young caterpillars on the milkweed, which is abundant this spring, as are all the wildflowers!",Palm school,-999999.999,-999999.999,9900808,-999999.999,1,Monarch Larva (FIRST sighted),0
4645,987207057,2001-04-13,Monarch Larva (FIRST sighted),1,29.757,-95.365,0,"I have been seeing a few monarchs here in Houston in my gardenbut yesterday 4/12/01 I began to see lot of the caterpillars.I was planting some new plants and there were some big fat caterpillars eating up the milkweed plants. I put about 4 pots of the a. currassivica in the rearing cage and added about 10 caterpillars some of which are in the 5th instar.  Today in another part of the yard, I found about 10 more so I guess the monarchs are making their way in the world. In my rearing cage today, I noticed two of the larva are already getting ready to pupate.  It won't be long until I won't have any milkweed plants left.........Pat in Houston",-999999.999,-999999.999,-999999.999,9706354,-999999.999,1,Monarch Larva (FIRST sighted),0
4650,987384985,2001-04-14,Monarch Larva (FIRST sighted),1,36.405,-86.452,0,The larva are eating and the milkweed is growing fast. 8in.I will bring all the larva inside as we are going to be down in the low 30s tomorrow night.,Vena stuart elem.,-999999.999,-999999.999,9902504,-999999.999,1,Monarch Larva (FIRST sighted),0
4673,987683626,2001-04-16,Monarch Larva (FIRST sighted),1,30.54,-96.725,0,"I finally found a single first instar larva today.  There are very few eggs even.  The caterpillar however, did look very pale in color compared to other larva I've seen.",St.joseph elementary,3.0,-999999.999,9713985,-999999.999,1,Monarch Larva (FIRST sighted),0
4683,987978452,2001-04-22,Monarch Larva (FIRST sighted),1,35.998,-86.787,0,Many chewed milkweed leaves and second or third instar caterpillars.  Sighted by adults.,Owl's hill nature center,12.0,-999999.999,9902583,-999999.999,1,Monarch Larva (FIRST sighted),0
4732,988421615,2001-04-22,Monarch Larva (FIRST sighted),1,36.07,-79.766,0,"first larva at this site hatched on 4/22, a day with a high of 81 F. eggs were laid on the 13th.  Most nights since they were laid have been in the 50's with a few in the 30's. Days ranged from 52 F to 81 F with most days near 70 F.",-999999.999,-999999.999,-999999.999,9713748,-999999.999,1,Monarch Larva (FIRST sighted),0
4781,988930868,2001-04-29,Monarch Larva (FIRST sighted),1,26.313,-98.392,0,"We've had fewer monarchs this year. Lots of other species, however.",Heart (homeschool organization),5.0,-999999.999,9713203,-999999.999,1,Monarch Larva (FIRST sighted),0
4844,989869142,2001-05-14,Monarch Larva (FIRST sighted),1,37.058,-76.464,0,"On today's date a local visitor brought in the first Monarch larva to the museum.  She actually watched the Monarch lay eggs on her butterflyweed [A tuberosa].  However, she did not leave her phone number so we could ask back for the date.  The larva are 3rd instar in size already.",Virginia living museum,-999999.999,-999999.999,9702859,-999999.999,1,Monarch Larva (FIRST sighted),0
5053,990741596,2001-05-24,Monarch Larva (FIRST sighted),1,42.733,-86.111,0,2 larvae just emerged from their eggs today. ,-999999.999,-999999.999,-999999.999,9902743,-999999.999,1,Monarch Larva (FIRST sighted),0
5100,991104534,2001-05-28,Monarch Larva (FIRST sighted),1,43.216,-87.957,0,Yesterday I reported bringing 19 eggs back to school (See JN post on Mequon - May 27th  --- FIRST EGGS). Today 5 larva have emerged and are eating well on leaves from our school's milkweed cache which is now about 2 - 3 feet tall -- so the grandchildren have indeed returned.  The kids will get to see them tomorrow as school wasn't in session today -- Happy Memorial Day.Steve K.,Lake shore middle school,6.0,-999999.999,977083,-999999.999,1,Monarch Larva (FIRST sighted),0
5144,991358431,2001-05-31,Monarch Larva (FIRST sighted),1,43.216,-87.957,0,Eighteen of the 20 larva which I collected last weekend have emerged and all look very healthy. Eating daily and growing rapidly.  3 students will act as foster parents for the next two weeks and hopefully all the adults will take to the skies on our last day of school - June 13th,Lake shore middle school,6.0,-999999.999,977083,-999999.999,1,Monarch Larva (FIRST sighted),0
5177,991767335,2001-05-28,Monarch Larva (FIRST sighted),1,40.817,-96.71,0,"I found a Monarch larva, about 3/4 inches long along in our common ground and brought him into raise, with advise from Monarch Watch.  He has molted twice and is now (06/05/01) about two inches long and seems quite fat and happy.  ",St. joseph school,-999999.999,-999999.999,1798,-999999.999,1,Monarch Larva (FIRST sighted),0
5178,991767583,2001-05-30,Monarch Larva (FIRST sighted),1,40.817,-96.71,0,"All of the eggs that were gathered May 26 hatched May 30 and 31st.  New eggs that I did not gather, but left in the yard, hatched June 4. ",St. joseph school,-999999.999,-999999.999,1798,-999999.999,1,Monarch Larva (FIRST sighted),0
5181,991833822,2001-06-06,Monarch Larva (FIRST sighted),1,44.417,-81.233,0,-999999.999,Homeshcool,2.0,-999999.999,2267,-999999.999,1,Monarch Larva (FIRST sighted),0
5206,992006938,2001-06-07,Monarch Larva (FIRST sighted),1,41.686,-72.406,0,I saw the first monarch butterfly of the season yesterday 6/7/01 around 4o'clock in the afternoon. The wings were worn out and torn a little bit. The butterfly was resting on a flower. It was a miraculous sight.,Rham middle school,8.0,-999999.999,2047,-999999.999,1,Monarch Larva (FIRST sighted),0
5234,992291236,2001-06-11,Monarch Larva (FIRST sighted),1,43.216,-87.957,0,"Of the 20 eggs we had in the classroom 18 have hatched and the larva (10) are now in chrysalids and 6 are in the ""J"" stage, with 2 still eating away.  All larva and chrysalids are looking very healthy. However in feeding the larva we came up with several more eggs on the feeder milkweed so we still have one egg and (6) 1-2 day-old larva eating voraciously. Adults in two weeks.  It should be noted that I found many eggs on the feeder leaves that I  left intact.",Lake shore middle school,6.0,-999999.999,977083,-999999.999,1,Monarch Larva (FIRST sighted),0
5242,992453423,2001-06-13,Monarch Larva (FIRST sighted),1,44.986,-93.27,0,"While waiting at a stoplight on Hyw 55 and Wirth Pkwy, I spotted a nice large milkweed plant growing among the uncut grass on the median strip.  I jumped out (in the pouring rain) and snapped off the top of the 3 foot plant and through it in the backseat where my kids quickly spotted one larva and 2 eggs.  ",Breck school,4.0,-999999.999,9704363,-999999.999,1,Monarch Larva (FIRST sighted),0
5256,992785682,2001-06-17,Monarch Larva (FIRST sighted),1,44.3,-76.467,0,"Well, today one of the eggs I saw has hatched and a tiny first instar caterpillar has emerged.  Haven't seen an adult still but there must be one somewhere.We have been waiting so long, this is quite a thrill.",-999999.999,-999999.999,-999999.999,9902585,-999999.999,1,Monarch Larva (FIRST sighted),0
5260,992876223,2001-06-13,Monarch Larva (FIRST sighted),1,45.285,-90.126,0,Saw the first worm and is very tiny,Rib lake middle school,6.0,-999999.999,9902247,-999999.999,1,Monarch Larva (FIRST sighted),0
5265,992953536,2001-06-13,Monarch Larva (FIRST sighted),1,45.755,-86.569,0,"While doing our Larval Monitoring Pat Landry and I found our 1st first instars and one second instar monarch butterfly larvae at Peninsula Point, Hiawatha National Forest.  Nights are still cool (sometimes in the 40's) and slow development of the eggs we spotted three weeks ago.",-999999.999,-999999.999,-999999.999,1096,-999999.999,1,Monarch Larva (FIRST sighted),0
5287,993264861,2001-06-22,Monarch Larva (FIRST sighted),1,49.531,-96.502,0,"eggs wre laid about June 8th,so 14 days to hatchis an indicator of the cool spell we have had.",-999999.999,-999999.999,-999999.999,2895,-999999.999,1,Monarch Larva (FIRST sighted),0
5290,993579228,2001-06-23,Monarch Larva (FIRST sighted),1,44.718,-94.315,0,"A few weeks ago I planted some dill, parsley and fennel in individual pots because I had read that these herbs were host plants to butterfly larva.~ Not long after that I saw my first Monarch butterfly. Last saturday, June 23, 2001 I noticed these small 1/2"" black and white striped caterpillars. I was quite concerned, because I had never seen this type before. Since they were new to me, I left them alone and decided to keep an eye of them. Boy, am I ever glad I did that!!~Today, June 26, 2001, I was watering the dill, parsley and fennel and I noticed that the caterpillers (larva) had black, cream and yellowish stripes. I was so excited because I realized that they were Monarch larva. I counted them, as they happily munched away, and found about a dozen of them.~I am anxious to watch them go through their different stages of life and can't wait until they become beautiful Monarch flying flowers:)",-999999.999,-999999.999,-999999.999,2843,-999999.999,1,Monarch Larva (FIRST sighted),0
5292,993686545,2001-02-27,Monarch Larva (FIRST sighted),1,39.128,-77.569,0,4th Instar Monarch Larva on common milkweed plant,-999999.999,-999999.999,-999999.999,9902645,-999999.999,1,Monarch Larva (FIRST sighted),0
5293,993699898,2001-06-27,Monarch Larva (FIRST sighted),1,47.368,-97.41,0,"Driving along our gravel road near our house I noticed a spot where the milkweed leaves seemed to have a lot of chewed areas so I got out of the car and found 4 caterpillars right away.  They were sized from about 1 1/2"" to about 1"".  Walking down the road towards home I saw at least 5 butterflies hanging on the undersides of the plants and speculate they were laying more eggs.  I've never seen an egg, but found about 5 more catepillars.  One was very small, only about 3/8"" long but most were between 1"" or larger.The first monarch I saw was June 11th.  Is this about the normal time lapse between eggs and caterpillars?",-999999.999,-999999.999,-999999.999,2387,-999999.999,1,Monarch Larva (FIRST sighted),0
5297,993752832,2001-06-27,Monarch Larva (FIRST sighted),1,39.128,-77.569,0,-999999.999,-999999.999,-999999.999,-999999.999,9902645,-999999.999,1,Monarch Larva (FIRST sighted),0
5300,994047020,2001-07-01,Monarch Larva (FIRST sighted),1,46.548,-90.855,0,"Located one Monarch Catipilar on a milkweed plant in the city of Ashland, WI.",-999999.999,-999999.999,-999999.999,9903117,-999999.999,1,Monarch Larva (FIRST sighted),0
5302,994368378,2001-06-28,Monarch Larva (FIRST sighted),1,48.252,-96.73,0,"Monarch larvae are very abundant on the Sanctuary's milkweed plants.  Much size variation exists among larvae, from less than a 1/4"" in length to pupating stage.Also during the last week of June, red admirals were extremely abundant and feeding on flowering wild sumac. ","Wetlands, pines and prairie audubon sanctuary",-999999.999,-999999.999,9902359,-999999.999,1,Monarch Larva (FIRST sighted),0
5306,994811765,2001-07-02,Monarch Larva (FIRST sighted),1,42.43,-86.216,0,"I discovered 4 Monarch larva on the walkway to the lighthouse in South Haven,Michigan while I was there on vacation. Two larvae were large and ready to form chyrsalids in a short time. The other two were very small.  There was also a large growth of milkweed on the walkway. ",Grandview elementary,3.0,-999999.999,9711373,-999999.999,1,Monarch Larva (FIRST sighted),0
5317,995965635,2001-07-13,Monarch Larva (FIRST sighted),1,40.047,-76.472,0,Spent late afternoon going in and out of an 8' hedge row.,-999999.999,-999999.999,-999999.999,9903204,-999999.999,1,Monarch Larva (FIRST sighted),0
