,id,sighting_date,species,number,latitude,longitude,flag_location,comments,school,grade,image_url,customerid,number_old,flag_number,species_old,flag_species
78369,1438670399,2015-08-04,"Monarch, Captive-Reared",1,41.501,-87.965,0,"Yesterday I collected 30 eggs from the Lamberts yard, also found one caterpillar that's a 2 instar. Also have 33 caterpiller that are 5 days old   Today I hope to find more along the Rail road track by my home ",Home school,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438670399.jpg,9984791,-999999.999,1,"Monarch, Captive-Reared",0
78388,1438704016,2015-08-04,"Monarch, Captive-Reared",9,40.106,-74.354,0,These are 5 of the nine I have had since I found the eggs. They are eating machines. This is the third time I have cleaned their house and gave them more milkweed. Next trip now is to go get more milkweed before they eat all of this. It is a job but the rewards are worth it. :0)I also found 2 eggs yesterday and have 6 in first stage.,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438704016.jpg,9992117,9.0,0,"Monarch, Captive-Reared",0
78436,1438741465,2015-08-02,"Monarch, Captive-Reared",1,42.4,-82.183,0,"I released one female monarch this afternoon.  I placed her on a buddleia flower head and she took nectar.  After just a few minutes, the male monarch that has been patrolling our yard in the afternoons flew to her and they mated.  They flew joined together and then landed on a rose of sharon at the back of our property.  Wow! ",-999999.999,-999999.999,-999999.999,9975275,1.0,0,"Monarch, Captive-Reared",0
78440,1438741776,2015-08-04,"Monarch, Captive-Reared",2,42.4,-82.183,0,"Released one male and one female monarch this morning.  They both eclosed yesterday, but kept them overnight due to storm warnings.They were strong flyers.",-999999.999,-999999.999,-999999.999,9975275,2.0,0,"Monarch, Captive-Reared",0
78443,1438742581,2015-08-04,"Monarch, Captive-Reared",1,44.329,-96.642,0,"Collected my first eggs on May 30th and collected my last caterpillars on June 29th. In my first batch, I raised and released 48 monarchs that were born June 28th through July 18th. I took a short break for a family vacation and I started collecting eggs and caterpillars again on July 24th. I have even found 2 chrysalis in my mom's common milkweed garden. My current totals are 1 egg, 103 caterpillars and 16 chrysalis. I know where there are more eggs and cats outside yet to be collected. I didn't see too many monarchs in the beginning of the season. I have seen a lot of monarchs and eastern tiger swallowtails these last few weeks in my flower gardens. Hoping for a great fall migration for all this year!",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438742581.jpg,9961215,-999999.999,1,"Monarch, Captive-Reared",0
78474,1438789270,2015-08-07,"Monarch, Captive-Reared",3,36.271,-86.26,0,"I actively rear monarchs. Currently I have about 154 eggs or cats. These are likely late third generation monarchs. Last year I did not get such large amounts of eggs until late August and into mid September.  Each is raised in an individual container and kept as clean as possible.  When I release these as adults I put a small mark on one wing with a black marker so I know if monarchs in the gardens are reared or wild.The sad news for me is we are selling our home and moving away from here. What I will create or report next year is a mystery.In the meantime, I have eggs or cats to share with classrooms in our area if you have clean milkweed to raise them.",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438789270.jpg,9969319,3.0,0,"Monarch, Captive-Reared",0
78486,1438790665,2015-08-05,"Monarch, Captive-Reared",11,42.972,-88.229,0,Last year we watched the larvae on the milkweed. Eventually the birds got all but one. This year we collected eleven larvae and have them in the house. They are eating and pooping like crazy. It looks like we will soon be releasing eleven monarchs. Expecting chrysalis any day.,-999999.999,-999999.999,-999999.999,9976031,11.0,0,"Monarch, Captive-Reared",0
78544,1438801624,2015-06-29,"Monarch, Captive-Reared",1,44.757,-93.51,0,"Released 4 monarchs raised from eggs: 1 female, 3 male.  Very slow start to the rearing season.  Only 2 butterflies came through briefly following a storm, found these 4 eggs later.  Common milkweed is plentiful, although temps. are cool.  ",-999999.999,-999999.999,-999999.999,9977663,-999999.999,1,"Monarch, Captive-Reared",0
78545,1438801775,2015-07-15,"Monarch, Captive-Reared",1,44.757,-93.51,0,Released a female Monarch reared from first instar.,-999999.999,-999999.999,-999999.999,9977663,1.0,0,"Monarch, Captive-Reared",0
78546,1438801870,2015-07-17,"Monarch, Captive-Reared",1,44.757,-93.51,0,Released female monarch raised from egg.,-999999.999,-999999.999,-999999.999,9977663,1.0,0,"Monarch, Captive-Reared",0
78547,1438801992,2015-08-01,"Monarch, Captive-Reared",1,44.757,-93.51,0,Released 1 female and 1 male monarch raised from eggs.,-999999.999,-999999.999,-999999.999,9977663,-999999.999,1,"Monarch, Captive-Reared",0
78548,1438802041,2015-08-02,"Monarch, Captive-Reared",2,44.757,-93.51,0,Released 2 male monarchs raised from eggs. ,-999999.999,-999999.999,-999999.999,9977663,2.0,0,"Monarch, Captive-Reared",0
78549,1438802119,2015-08-05,"Monarch, Captive-Reared",1,41.501,-87.965,0,We found 6 eggs and 1 newly hatched caterpillar at the Lamberts home.,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438802119.jpg,9984791,-999999.999,1,"Monarch, Captive-Reared",0
78550,1438802150,2015-08-03,"Monarch, Captive-Reared",1,44.757,-93.51,0,Released one female monarch raised from egg.,-999999.999,-999999.999,-999999.999,9977663,1.0,0,"Monarch, Captive-Reared",0
78553,1438802461,2015-07-16,"Monarch, Captive-Reared",50,39.714,-82.599,0,"I HAVE OVER 50 CATERPILLARS IN DIFFERENT STAGES, JUST BROUGHT IN 10 EGGS. THESE ARE 2ND OR 3RD GENERATION  ?YESTERDAY HAD A PAIR MATING ,FLYING AROUND IN CIRCLES,SHE HAS BEEN LAYING EGGS RIGHT AND LEFT .I HAVE BEEN TOLD THE EGGS THAT HATCH AFTER SEPT 1ST WILL BE THE ONES I TAG.SURE HAS BEEN A BUSY TIME IN ON "" FLUTTER BY ACRES """,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438802461.jpg,9955379,50.0,0,"Monarch, Captive-Reared",0
78561,1438803911,2015-08-05,"Monarch, Captive-Reared",2,44.757,-93.51,0,"Released 2 female monarchs today, reared from eggs.  I have 8 more in chrysalis, about 2 dozen caterpillars in various stages.  Have ceased searching for eggs as expecting to be on vacation after these are reared.So far I have not encountered any OE this year, using same rearing practices.  Rearing has been 100% successful.  Although off to a very slow start, I am thrilled at the number of eggs and caterpillars in just mine and neighbor's gardens.  ",-999999.999,-999999.999,-999999.999,9977663,2.0,0,"Monarch, Captive-Reared",0
78562,1438804283,2015-06-22,"Monarch, Captive-Reared",1,45.21,-110.818,0,"This year's project got off to a slow start. Leo built another 4 raised beds, we planted them in colorful annuals, then planted 13 new lilacs and...nothing! We checked the milkweed at least once a day since the end of May, and by the 20th, were getting very discouraged.Then, on June 22, Leo suggested that we check a milkweed patch just outside of Livingston. Finally!!! We found 6 eggs and rekindled our hope.The search began in earnest. Between June 22nd and July 5th, we found more milkweed patches and rescued over 95 eggs!!!!! (including 44 in 3 hours on June 27th!) And on June 29th, the monarchs finally found our yard, too!",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438804283.jpg,9964700,-999999.999,1,"Monarch, Captive-Reared",0
78566,1438805033,2015-07-24,"Monarch, Captive-Reared",44,45.21,-110.818,0,"The monarch eggs that we collected from June 22nd until July 5th have begun to emerge from their chrysalis! July 24th - released 2July 25th - released 7July 26th - released 7July 29th - released 10July 30th - released 2July 31th - released 9August 1st - released 3August 2nd - released 2August 3rd - released 3August 4th - released 4August 5th - released 1August 6th and beyond - have 16 more to release Now that we have freed up the ""Caterpillar Castles,"" we'll be on the lookout for more eggs. We expect anywhere from 2-10 or more per day for the next two weeks. It will last at least 2 weeks as we still have some caterpillars munching away on their milkweed.",-999999.999,-999999.999,-999999.999,9964700,44.0,0,"Monarch, Captive-Reared",0
78573,1438806972,2015-07-22,"Monarch, Captive-Reared",9,45.21,-110.818,0,Collected 9 cats on our Showy milkweed on July 22-23rd. Seven of the cats formed chrysalises between July 25th and July 30th. The other 2 cats had formed their chrysalises by August 4th. ,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438806972.jpg,9964700,9.0,0,"Monarch, Captive-Reared",0
78575,1438807558,2015-08-03,"Monarch, Captive-Reared",1,44.594,-92.71,0,"This will be the third chrysalis that me and my grandchildren have done.  The other two I don't recall the date but about a month ago and  week after that was the other one.  Two males.  They are rooting for a female this time.  Glad I found this site.  Will keep you posted.  We also blow the milkweed seeds in the fall, and let them come up in my flower gardens too.",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438807558.jpg,9984221,1.0,0,"Monarch, Captive-Reared",0
78636,1438821880,2015-07-28,"Monarch, Captive-Reared",1,44.986,-93.27,0,3 eggs hatched (from wild collection)1 chrysalis crushed when dropped1 larva dead from 7/23 hatch (wild collection)2 chrysalis from 7/14 hatch (wild collection) ,-999999.999,-999999.999,-999999.999,10588,-999999.999,1,"Monarch, Captive-Reared",0
78639,1438822548,2015-07-29,"Monarch, Captive-Reared",1,44.986,-93.27,0,"7 eggs hatched (wild collected)1 chrysalis -captive hatch 7/14, wild collected egg 7/13 -turned black2 chrysalis -wild collected 7/17 as 1st instar1 chrysalis -wild collected 7/16 as 1st instar1 chrysalis -captive hatch 7/15, wild collected egg 7/13",-999999.999,-999999.999,-999999.999,10588,-999999.999,1,"Monarch, Captive-Reared",0
78643,1438823594,2015-07-30,"Monarch, Captive-Reared",1,44.986,-93.27,0,"3 dead larva 'black death' all from 7/27 hatch (wild collected eggs)2 eggs tossed from 7/21 no signs of hatching (wild collected) 2 chrysalids from eggs hatched 7/14 (wild collected eggs captive reared)3 chrysalids from eggs hatched 7/15 (wild collected eggs captive reared)2 chrysalids from 1st instars collected 7/17 (wild collected larva captive reared)1 chrysalis from egg hatched 7/19 (wild collected egg -captive reared larva)1 chrysalis from 1st instar collected 7/16 (wild collected larva, captive reared)",-999999.999,-999999.999,-999999.999,10588,-999999.999,1,"Monarch, Captive-Reared",0
78653,1438827644,2015-08-04,"Monarch, Captive-Reared",3,30.21,-81.381,0,4 chrysalis sited,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438827644.jpg,9975909,3.0,0,"Monarch, Captive-Reared",0
78663,1438859552,2015-08-06,"Monarch, Captive-Reared",1,45.342,-93.25,0,I have two monarchs in chrysalis in the house right now.One should hatch in the next couple days.  And the other one about a week later.,-999999.999,-999999.999,-999999.999,9934756,-999999.999,1,"Monarch, Captive-Reared",0
78733,1438878895,2015-08-05,"Monarch, Captive-Reared",2,41.789,-87.87,0,Released two monarchs raised from eggs.,-999999.999,-999999.999,-999999.999,9914432,2.0,0,"Monarch, Captive-Reared",0
78736,1438879778,2015-08-06,"Monarch, Captive-Reared",9,41.875,-88.019,0,Released 9 adults from eggs found on Asclepias incarnata.  10 additional caterpillars in various stages and 20 additional chrysalis as of today. We also counted 10 more eggs in the garden but ran out of room in the screen house! Monarch Waystation 1427,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438879778.jpg,9976948,9.0,0,"Monarch, Captive-Reared",0
78762,1438888673,2015-08-06,"Monarch, Captive-Reared",2,38.818,-75.6,0,"I released two adults this morning, this was in addition to one other I released about a month ago. We have a large patch of milk weed that we use to attract monarchs, but over the past several years they have greatly declined in our area. We used to raise 50-60 a season.",-999999.999,-999999.999,-999999.999,9984870,2.0,0,"Monarch, Captive-Reared",0
78771,1438890608,2015-08-05,"Monarch, Captive-Reared",1,39.136,-77.135,0,"One Female reared, kinda small but fresh and beautiful.",-999999.999,-999999.999,-999999.999,9967390,-999999.999,1,"Monarch, Captive-Reared",0
78779,1438892743,2015-08-02,"Monarch, Captive-Reared",3,42.202,-74.361,0,Two males and a female raised from NJ larva released by me.,-999999.999,-999999.999,-999999.999,9969095,3.0,0,"Monarch, Captive-Reared",0
78783,1438894746,2015-08-07,"Monarch, Captive-Reared",6,39.136,-77.135,0,"We just let 6 new reared monarchs go,  4 females and 2 males.",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438894746.jpg,9967390,6.0,0,"Monarch, Captive-Reared",0
78792,1438907545,2015-08-06,"Monarch, Captive-Reared",1,40.889,-74.046,0,One male emerged from its chrysalis and was released late this afternoon.,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438907545.jpg,9976759,1.0,0,"Monarch, Captive-Reared",0
78798,1438915678,2015-08-06,"Monarch, Captive-Reared",22,30.34,-81.831,0,I raise Monarch's in my yard have had about 200 over last two years. ,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438915678.jpg,9984884,22.0,0,"Monarch, Captive-Reared",0
78804,1438931001,2015-08-06,"Monarch, Captive-Reared",1,39.104,-94.601,0,Monarch Caterpillar forms Chrysalis.,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438931001.jpg,9966577,1.0,0,"Monarch, Captive-Reared",0
78820,1438961852,2015-08-07,"Monarch, Captive-Reared",1,41.937,-88.657,0,"I collected 5 eggs this year. 2 days ago, all 5 are chrysalis&#39;s ... cortland, il 60112",-999999.999,-999999.999,-999999.999,9975363,-999999.999,1,"Monarch, Captive-Reared",0
78833,1438967348,2015-08-07,"Monarch, Captive-Reared",1,41.501,-87.965,0,Today is my birthday and the lambert children gave me 10 eggs and 3 caterpillars they found at Andy custard in bowlingbrook il   Also while collecting milkweed I saw 3 monarch butterflies by the RR tracks by my home ,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1438967348.jpg,9984791,-999999.999,1,"Monarch, Captive-Reared",0
78841,1438970388,2015-08-06,"Monarch, Captive-Reared",3,44.757,-93.51,0,Released 3 male butterflies today that I raised from eggs in my garden.,-999999.999,-999999.999,-999999.999,9977663,3.0,0,"Monarch, Captive-Reared",0
78876,1438984778,2015-08-01,"Monarch, Captive-Reared",12,30.34,-81.831,0,"Do u have tags, i can tag my monarchs after they turn in aquaruim before i release them.  I have a dozen new tiny caterpillars that i keep safe and feed into they change,  then i release. This is the third group this summer",-999999.999,-999999.999,-999999.999,9980998,12.0,0,"Monarch, Captive-Reared",0
78890,1438991551,2015-08-07,"Monarch, Captive-Reared",5,43.038,-87.916,0,I have 12 chrysalis.  Five Monarchs emerged yesterday and today.,-999999.999,-999999.999,-999999.999,9984905,5.0,0,"Monarch, Captive-Reared",0
78927,1439033357,2015-08-06,"Monarch, Captive-Reared",1,42.4,-82.183,0,"Released 1 female monarch this afternoon.  She eclosed at 8:50 a:m.I placed her on a buddleia flower and she took nectar.  She also stayed quite awhile in the yard, just perching on tuberosa.",-999999.999,-999999.999,-999999.999,9975275,1.0,0,"Monarch, Captive-Reared",0
78929,1439040927,2015-08-07,"Monarch, Captive-Reared",1,45.214,-89.777,0,1 male released.,-999999.999,-999999.999,-999999.999,9974533,1.0,0,"Monarch, Captive-Reared",0
78961,1439055610,2015-08-08,"Monarch, Captive-Reared",160,44.986,-93.27,0,"My spring release was exceptional (117) but 25 eggs from the fourth generaton turned black.  My instinct to quarantine/dispose turned out to be smart so the rest were fine.  With the help of family, friends, neighbors, 2 churches, 3 businesses, and strangers, I currently have 160 caterpillars and chrylases. I even found eggs in my backyard (a rarity) and hope that the loss of one egg collection site (my favorite park told me I can't take milkweed leaves out of the park) won't affect future numbers.  GO MONARCHS.  The number of  people helping monarchs is awesome.  I am so thrilled that I will release my first fall migration monarch tomorrow (8-8-15).  ",-999999.999,-999999.999,-999999.999,9979617,160.0,0,"Monarch, Captive-Reared",0
78993,1439088928,2015-08-08,"Monarch, Captive-Reared",1,41.501,-87.965,0,Today I collected 30 more eggs ,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1439088928.jpg,9984791,-999999.999,1,"Monarch, Captive-Reared",0
78994,1439089023,2015-08-05,"Monarch, Captive-Reared",16,41.72,-93.034,0,16 chrysalis hatched and were released on this day. These are from eggs harvested in my yard.,-999999.999,-999999.999,-999999.999,9984931,16.0,0,"Monarch, Captive-Reared",0
78996,1439089112,2015-08-08,"Monarch, Captive-Reared",3,41.72,-93.034,0,3 hatched and released. Raised from eggs found in my yard.,-999999.999,-999999.999,-999999.999,9984931,3.0,0,"Monarch, Captive-Reared",0
79014,1439129174,2015-08-08,"Monarch, Captive-Reared",3,43.038,-87.916,0,"One male, one female, and ? (Didn't see before it flew off) emerged from the chrysalis and flew out of the 3-season room that they were being raised in.",-999999.999,-999999.999,-999999.999,9984905,3.0,0,"Monarch, Captive-Reared",0
79050,1439141535,2015-08-09,"Monarch, Captive-Reared",12,41.322,-84.738,0,I RAISED AND RELEASED 12 MONARCH ADULTS FROM WILD EGGS.,-999999.999,-999999.999,-999999.999,9967612,12.0,0,"Monarch, Captive-Reared",0
79054,1439143248,2015-08-09,"Monarch, Captive-Reared",1,38.583,-90.407,0,"Released a captive-reared female this morning after her wings had dried. She took off flying all over the garden, very strong and healthy!",-999999.999,-999999.999,-999999.999,9969618,1.0,0,"Monarch, Captive-Reared",0
79061,1439148946,2015-08-09,"Monarch, Captive-Reared",1,40.266,-74.952,0,Released 1 male monarch raised from egg laid in yard on approx. 07/05/15.  No signs of OE.,-999999.999,-999999.999,-999999.999,9960715,1.0,0,"Monarch, Captive-Reared",0
79072,1439159716,2015-08-06,"Monarch, Captive-Reared",6,27.063,-82.211,0,"I have been growing MONARCHS since 2014, and have released since then 25-30. Milkweed from Lowe's. and lately from the plants own seed.Just this month, 4 released.Currently one more is waiting due on Tuesday...  :)",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1439159716.jpg,9984955,6.0,0,"Monarch, Captive-Reared",0
79094,1439169271,2015-08-09,"Monarch, Captive-Reared",1,40.039,-84.184,0,15 caterpillar larva being raised inside. Another one in chrysalis. ,-999999.999,-999999.999,-999999.999,9975435,-999999.999,1,"Monarch, Captive-Reared",0
79100,1439171443,2015-08-09,"Monarch, Captive-Reared",50,43.079,-89.377,0,"I am captive raising eggs found in my area. 3 females and one male have been released so far with the next 45 or so still to go.  I have 18 in chrysalis and around 8 in ""j"" today.  The rest are still larva.  I found 3 live 1-3 day old larva on milkweed today (8/9/15) and will hand raise until release (I hope)!  I have seen 8-10 adults all together in a nearby meadow in the past few days.  More females than males, but in pretty good shape.",-999999.999,-999999.999,-999999.999,9984963,50.0,0,"Monarch, Captive-Reared",0
79122,1439212893,2015-08-10,"Monarch, Captive-Reared",11,41.56,-86.703,0,"I have 10 chrysalises; (released one in July); and I have at least 10 more ""cats"" in various stages.  All 10 chrysalises were found in mid-July on my milkweed and I just found two newly hatched 'cats' this morning, Monday, August 10. They are now with my others in containers with milkweed leaves.",-999999.999,-999999.999,-999999.999,9957955,11.0,0,"Monarch, Captive-Reared",0
79123,1439213088,2015-08-09,"Monarch, Captive-Reared",1,43.077,-85.569,0,Cat went to chrysalis!,-999999.999,-999999.999,-999999.999,9975384,1.0,0,"Monarch, Captive-Reared",0
79126,1439217910,2015-08-09,"Monarch, Captive-Reared",2,44.757,-93.51,0,"Released 2 male monarchs reared from eggs in my garden. -- although not ""testing"" for OE, all of my reared monarchs to date have looked very healthy, no sign of OE as spots on chrysalis, or any other ""soft"" indicators.",-999999.999,-999999.999,-999999.999,9977663,2.0,0,"Monarch, Captive-Reared",0
79140,1439228180,2015-08-10,"Monarch, Captive-Reared",11,37.954,-87.391,0,I released 7 males and 4 female monarchs today. This is a  picture of the last  4 the other 7 flew quickly into the tree tops. I recused another 10 today at different Instar stages. ,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1439228180.jpg,9976074,11.0,0,"Monarch, Captive-Reared",0
79149,1439233679,2015-08-09,"Monarch, Captive-Reared",1,42.4,-82.183,0,Released one female monarch this afternoon.  Placed her on a butterfly bush and within 3 minutes the usual male that patrols our yard mated with her.  This is the 3rd one that he has mated with as soon as I had released them.  ,-999999.999,-999999.999,-999999.999,9975275,1.0,0,"Monarch, Captive-Reared",0
79151,1439234497,2015-08-09,"Monarch, Captive-Reared",2,40.422,-80.561,0,Found a 4th and 5th instar on common milkweed,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1439234497.jpg,9984211,2.0,0,"Monarch, Captive-Reared",0
79152,1439234893,2015-08-10,"Monarch, Captive-Reared",1,43.038,-87.916,0,One male emerged from its chrysalis this morning and went on its way this afternoon.  :-),-999999.999,-999999.999,-999999.999,9984905,1.0,0,"Monarch, Captive-Reared",0
79157,1439238191,2015-08-10,"Monarch, Captive-Reared",1,37.954,-87.391,0,Two of the monarchs that were released today.,-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1439238191.jpg,9976074,-999999.999,1,"Monarch, Captive-Reared",0
79185,1439257013,2015-08-09,"Monarch, Captive-Reared",6,41.886,-87.623,0,We collected milkweed with six eggs and rearing them in our condo in downtown Chicago. ,-999999.999,-999999.999,-999999.999,9985003,6.0,0,"Monarch, Captive-Reared",0
79192,1439261217,2015-08-10,"Monarch, Captive-Reared",3,42.4,-82.183,0,Three of my monarchs eclosed today.  2 females and 1 male and they will be released tomorrow.  Had to keep them overnight due to the rainy day.  ,-999999.999,-999999.999,-999999.999,9975275,3.0,0,"Monarch, Captive-Reared",0
79194,1439263888,2015-07-31,"Monarch, Captive-Reared",3,41.522,-90.73,0,2 female 1 male 2 chrysalis 07/21/15 & 1 on 22. all 3 emerged & released 7/31/15 a perfect sunny day ,-999999.999,-999999.999,-999999.999,10612,3.0,0,"Monarch, Captive-Reared",0
79196,1439265315,2015-08-10,"Monarch, Captive-Reared",7,42.139,-85.323,0,"I have 18 caterpillars I have been raising the last few weeks.  I let 3 adults go yesterday, and another 4 go today.",-999999.999,-999999.999,https://journeynorth.org/jnorth/images/userfiles2015/08/1439265315.jpg,9985005,7.0,0,"Monarch, Captive-Reared",0
